"#property","latitude","longitude","name","address","installationPosition","telephoneNumber","availableDate","startTime","endTime","availableDateNote","equipmentForChildren"
"27","34.35457139","134.0247894","ジャパンスイミングスクール　高松校","高松市新北町28-12","館内２階",,,,,,
"28","34.31286889","134.0738975","瀬戸内スイミングスクール　木太校","高松市木太町546","コーチ室",,,,,,
"29","34.33887472","134.0962392","瀬戸内スイミングスクール　屋島校","高松市屋島西町2020","コーチ室",,,,,,
"30","34.26323194","134.0312611","瀬戸内スイミングスクール　香川校","高松市香川町大野170-5","コーチ室",,,,,,
"31","34.64686","134.08506","旧高松テルサ","高松市屋島西町2366-3　","ロビー","087-844-3511","月火水木金土日","9:00","22:00","12/29～1/3及び臨時休業日を除く",
"32","34.33439222","134.0919136","四国コカ・コーラボトリング株式","高松市春日町1378","本館　談話室",,,,,,
"33","34.33523917","134.0947614","屋島自動車学校","高松市春日町1304-3","校舎　２階ロビー",,,,,,
"34","34.27183389","134.1095775","フジグラン十川","高松市十川東町55-1","食料品館ＡＴＭコーナー横",,,,,,
"35","34.34730028","134.0415381","日通商事株式会社高松支店","高松市錦町二丁目6-3","正面玄関入口",,,,,,
"36","34.33266722","134.0995028","（株）タダノ","高松市新田町甲34","工場内１１棟南・南館２階",,,,,,
"37","34.29244889","134.0667317","株式会社　サニクリーン四国高松支店","高松市上林町500-3","受付カウンター",,,,,,
"38","34.3031175","134.0841969","四国警備保障株式会社","高松市六条町1197-1","正面入口カウンター上・右側",,,,,,
"39","34.33979639","134.0673694","ロイヤルケア高松アネックス","高松市福岡町四丁目28-17","１階ロビー",,,,,,
"40","34.33985194","134.0680942","ロイヤルケア高松","高松市福岡町四丁目28-27","１階ロビー",,,,,,
"41","34.20474","134.06172","高松市東谷コミュニティセンター","高松市香川町東谷873-3","センター入口（正面右側）","087-879-7997","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"42","34.24134","134.03446","高松市川東コミュニティセンター","高松市香川町川東上1865-13","正面右側","087-879-4215","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"43","34.32729","133.99312","高松市鬼無コミュニティセンター","高松市鬼無町佐藤31-3","センター入口（正面右側）","087-882-0875","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"44","34.25677","134.03571","高松市浅野コミュニティセンター","高松市香川町浅野826-2","１階玄関ホール（正面右側靴箱の上）","087-888-2537","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"45","34.30550","133.99238","高松市国分寺北部コミュニティセンター","高松市国分寺町新居1840-6","センター玄関内（正面左側）","087-874-5805","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"46","34.16251667","134.0761547","ホテルセカンドステージ","高松市塩江町上西乙1118-8","ホテル　ロビー",,,,,,
"47","34.17026889","134.0820194","湯遊しおのえ","高松市塩江町安原上東390-1","観光物産センターしおのえ南入口",,,,,,
"48","34.31959","134.05399","高松市太田コミュニティセンター","高松市伏石町2016-37","正面入口","087-867-1139","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"49","34.34041","134.06513","高松市松島コミュニティセンター","高松市松福町二丁目15-24","階段上り口左側","087-821-0435","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"50","34.33634","134.05683","高松市花園コミュニティセンター","高松市観光通二丁目8-9","２階入口","087-835-5398","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"51","34.34138","134.05688","高松市築地コミュニティセンター","高松市築地町14-1","正面左側","087-862-1166","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"52","34.34769","134.05602","高松市新塩屋町コミュニティセンター","高松市城東町一丁目1-47","正面入口","087-822-1066","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"53","34.34372","134.04501","高松市四番丁コミュニティセンター","高松市番町二丁目3-5","正面入口","087-851-8479","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"54","34.34476","134.03652","高松市二番丁コミュニティセンター","高松市扇町二丁目8-7","正面入口","087-822-3556","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"55","34.34781","134.03246","高松市日新コミュニティセンター","高松市瀬戸内町22-9","階段踊り場","087-834-9911","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"56","34.33982","134.03527","高松市亀阜コミュニティセンター","高松市宮脇町一丁目6-18","正面入口","087-834-0797","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"57","34.32911","134.04827","高松市栗林コミュニティセンター","高松市栗林町三丁目2-12","階段踊り場","087-835-5399","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"58","34.31406","134.03006","高松市鶴尾コミュニティセンター","高松市田村町303-1","正面入口","087-866-3176","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"59","34.31404","134.06415","高松市太田中央コミュニティセンター","高松市松縄町1108-1","正面左側（靴箱の上）","087-867-3396","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"60","34.30209","134.04119","高松市太田南コミュニティセンター","高松市太田上町1045-2　","正面左側","087-865-9947","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"61","34.32645","134.07659","高松市木太コミュニティセンター","高松市木太町3480-2","１階エレベータの右側","087-834-5547","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"62","34.31947","134.07620","高松市木太南コミュニティセンター","高松市木太町1486","正面突き当たりトイレ入口周辺","087-865-4273","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"63","34.33581","134.07952","高松市木太北部コミュニティセンター","高松市木太町2603","正面右側","087-831-9000","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"64","34.34394","134.10123","高松市屋島コミュニティセンター","高松市屋島中町449-1","正面下駄箱横","087-841-6927","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"65","34.35245","134.08920","高松市屋島西コミュニティセンター","高松市屋島西町2483-2","正面突き当たりトイレ入口周辺","087-843-2961","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"66","34.35513","134.11586","高松市屋島東コミュニティセンター","高松市屋島東町928","正面入口","087-841-9931","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"67","34.33585","134.10737","高松市古高松コミュニティセンター","高松市高松町10-20","正面突き当たりの右側（コミセン事務所周辺）","087-841-6262","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"68","34.32719","134.09179","高松市古高松南コミュニティセンター","高松市春日町782-2","正面右側","087-841-2186","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"69","34.29688","134.11259","高松市前田コミュニティセンター","高松市前田東町838","正面入口","087-847-6168","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く",
"70","34.30716","134.08943","高松市川添コミュニティセンター","高松市元山町136-4","正面入口","087-847-5979","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"71","34.30171","134.07521","高松市林コミュニティセンター","高松市林町329-1","正面入口","087-866-3405","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"72","34.27793","134.06976","高松市三谷コミュニティセンター","高松市三谷町1201-1","正面右側","087-889-4938","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"73","34.27872","134.04800","高松市仏生山コミュニティセンター","高松市仏生山町乙45-4","正面右側","087-889-4955","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"74","34.29065","134.05144","高松市多肥コミュニティセンター","高松市多肥上町433-5","正面右側階段の上り口","087-889-4956","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"75","34.29092","134.02984","高松市一宮コミュニティセンター","高松市一宮町838-1","正面入口","087-886-4793","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"76","34.26958","134.01007","高松市川岡コミュニティセンター","高松市川部町486-3","正面左側","087-886-4963","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"77","34.28557","134.00544","高松市円座コミュニティセンター","高松市円座町1622-1","正面右側","087-886-4993","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"78","34.34120","133.99472","高松市檀紙コミュニティセンター","高松市御厩町775-1","正面突き当たり階段の左側","087-886-4955","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"79","34.32901","134.00589","高松市弦打コミュニティセンター","高松市鶴市町356-3","正面右側","087-882-0285","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"80","34.34718","133.99627","高松市香西コミュニティセンター","高松市香西本町476-1","正面左側","087-882-0294","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く",
"81","34.35896","133.96896","高松市下笠居コミュニティセンター","高松市生島町353-１","正面入口","087-882-0856","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く",
"82","34.39229","134.05167","高松市女木コミュニティセンター","高松市女木町203-1","正面突き当たり階段近く","087-873-0105","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"83","34.42262","134.05420","高松市男木コミュニティセンター","高松市男木町1988","正面突き当たり支所カウンターの下","087-873-0002","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"85","34.27477","134.10473","高松市十河コミュニティセンター","高松市十川西町579-1","正面右側","087-848-0166","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"86","34.23839","134.09909","高松市東植田コミュニティセンター","高松市東植田町1825-1　","正面右側","087-849-0104","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く",
"87","34.24055","134.07886","高松市西植田コミュニティセンター","高松市西植田町2247-1","正面右側","087-849-0101","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"88","34.19647","134.04151","高松市塩江コミュニティセンター","高松市塩江町安原下第2号1645","２階正面入口","087-897-0137","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"89","34.38529","134.12996","高松市庵治コミュニティセンター","高松市庵治町888-1","正面右側","087-871-4162","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"90","34.33626","134.14270","高松市大町コミュニティセンター","高松市牟礼町大町1463-2","正面入口","087-870-1306","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"91","34.26744","134.02471","高松市大野コミュニティセンター","高松市香川町大野1329-1","正面入口","087-886-1960","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"92","34.24014","134.01314","高松市香南コミュニティセンター","高松市香南町由佐1172","正面左側","087-879-8993","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"93","34.28597","133.96108","高松市国分寺南部コミュニティセンター","高松市国分寺町福家甲3106-3","正面右側和室前の廊下","087-874-1116","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く","有"
"94","34.33785","134.13916","高松市牟礼コミュニティセンター","高松市牟礼町牟礼302-1","正面右側","087-845-4111","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、8/13～8/15、12/29～1/3を除く",
"95","34.34095","134.07367","斎場公園","高松市福岡町四丁目35-41","事務所受付","087-822-1917","月火水木金土日","8:30","17:15","友引、1/1を除く","有"
"96","34.22399","134.05229","高松市やすらぎ苑","高松市香川町川内原2200","事務所受付","087-839-1222","月火水木金土日","8:30","17:15",,"有"
"97","34.34034","134.04641","高松市役所　本庁舎","高松市番町一丁目8-5　","１階市民ホール","087-839-2011","月火水木金","8:30","17:15","祝日、12/29～1/3を除く",
"99","34.39532","134.05214","高松市国民健康保険女木診療所","高松市女木町112","待合室","087-873-0103","月火木金","10:30","17:00","月・木 14:00～17:00、火・金 10:30～12:00",
"100","34.42252","134.15410","高松市国民健康保険男木診療所","高松市男木町1988　","待合室","087-873-0003","月火木金","10:45","16:45","月・木 10:45～12:00、火・金 14:00～16:45",
"101","34.34238","134.00066","ふれあい福祉センター勝賀","高松市香西南町476-1　","１階ホール","087-882-6951","月火水木金土","9:00","22:00","12/29～1/3を除く。土曜及び祝日の終了時間は17:00。",
"105","34.24190","134.00785","ししまる館","高松市香南町横井857-1","正面入口","087-879-0321","月火水木金土","9:30","18:00","12/29～1/3を除く","有"
"106","34.29635","134.11389","前田幼稚園","高松市前田東町788-1","玄関","087-847-6582","月火水木金","8:15","17:00","祝日を除く","有"
"107","34.30854","134.09393","川添幼稚園","高松市東山崎町601","職員室","087-847-6934","月火水木金","8:15","17:00","祝日を除く","有"
"108","34.30218","134.07505","林こども園","高松市林町1405-4","職員室入口","087-865-1676","月火水木金土","7:30","18:45","祝日、12/29～1/3を除く。土曜日は17:00まで。","有"
"109","34.27624","134.07037","三渓幼稚園","高松市三谷町2316-2","職員室前廊下","087-889-2514","月火水木金","8:15","17:00","祝日を除く","有"
"110","34.34601","133.99665","香西幼稚園","高松市香西西町59-1","職員室","087-882-0161","月火水木金","8:15","17:00","祝日を除く","有"
"111","34.29200","134.02399","一宮幼稚園","高松市一宮町1233-2","職員室","087-886-3088","月火水木金","8:15","17:00","祝日を除く","有"
"112","34.29260","134.05167","多肥幼稚園","高松市多肥上町990-2","職員室","087-889-2513","月火水木金","8:15","17:00","祝日を除く","有"
"113","34.26839","134.00803","川岡幼稚園","高松市川部町524-3","職員室","087-885-0550","月火水木金","8:15","17:00","祝日を除く","有"
"114","34.28597","134.00317","円座幼稚園","高松市円座町125-2","職員室","087-885-0846","月火水木金","8:15","17:00","祝日を除く","有"
"115","34.30118","133.99522","檀紙幼稚園","高松市御厩町776-1","職員室","087-885-2595","月火水木金","8:15","17:00","祝日を除く","有"
"116","34.32786","134.00502","弦打幼稚園","高松市鶴市町306","玄関","087-881-3563","月火水木金","8:15","17:00","祝日を除く","有"
"117","34.32832","133.99279","鬼無幼稚園","高松市鬼無町佐藤128-1","玄関","087-881-4913","月火水木金","8:15","17:00","祝日を除く","有"
"118","34.32251","134.07656","木太幼稚園","高松市木太町3901-1","職員室","087-833-8144","月火水木金","8:15","17:00","祝日を除く","有"
"120","34.32939","134.09104","春日幼稚園","高松市春日町744","職員室","087-843-2767","月火水木金","8:15","17:00","祝日を除く","有"
"121","34.32939","134.09104","木太北部幼稚園","高松市木太町2604-5","職員室","087-862-1031","月火水木金","8:15","17:00","祝日を除く","有"
"122","34.35066","134.12670","栗山幼稚園","高松市牟礼町牟礼3028","職員室","087-845-1646","月火水木金","8:15","17:00","祝日を除く","有"
"124","34.34293","134.14809","大町幼稚園","高松市牟礼町大町605-1","職員室","087-845-5718","月火水木金","8:15","17:00","祝日を除く","有"
"125","34.27056","134.02467","大野幼稚園","高松市香川町大野1331-1","職員室","087-886-5010","月火水木金","8:15","17:00","祝日を除く","有"
"127","34.23802","134.03487","川東こども園","高松市香川町川東上1987-4","職員室入口","087-879-4602","月火水木金土","7:30","18:45","祝日、12/29～1/3を除く。土曜日は17:00まで。","有"
"128","34.30715","133.02467","国分寺北部幼稚園","高松市国分寺町新居1870-2","保健室","087-874-1155","月火水木金","8:15","17:00","祝日を除く","有"
"129","34.28550","133.96133","国分寺南部幼稚園","高松市国分寺町福家甲3123-1","職員室","087-874-1159","月火水木金","8:15","17:00","祝日を除く","有"
"130","34.35870","133.96749","下笠居こども園","高松市生島町335","職員室","087-882-2531","月火水木金土","7:30","19:00","祝日、12/29～1/3を除く。土曜日は17:00まで。","有"
"131","34.24851","134.00586","香南こども園","高松市香南町横井865-1","職員室入口","087-887-7876","月火水木金土","7:30","19:00","祝日、12/29～1/3を除く。土曜日は17:00まで。","有"
"132","34.38593","134.13147","庵治こども園","高松市庵治町853-1","職員室","087-871-2535","月火水木金土","7:30","18:45","祝日、12/29～1/3を除く。土曜日は17:00まで。","有"
"133","34.18877","134.06140","塩江こども園","高松市塩江町安原下第1号887","職員室入口","087-890-2022","月火水木金土","7:30","18:45","祝日、12/29～1/3を除く。土曜日は17:00まで。","有"
"134","34.32888","134.15611","はらこども園","高松市牟礼町原570-1","職員室","087-845-0234","月火水木金土","7:30","19:00","祝日、12/29～1/3を除く。土曜日は17:00まで。","有"
"135","34.34756","134.03247","瀬戸内保育所","高松市瀬戸内町23-7","職員室入口","087-861-5701","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"136","34.34603","134.03843","扇町保育所","高松市扇町一丁目24-17","職員室","087-821-7629","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"137","34.33287","134.03614","宮脇保育所","高松市宮脇町二丁目10-63","職員室入口","087-835-1636","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"138","34.33521","134.06893","松島保育所","高松市松島町三丁目13-6","職員室入口","087-831-8066","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"139","34.34369","134.07097","福岡保育所","高松市福岡町三丁目31-3","正面入口","087-851-1206","月火水木金土","7:30","18:30","開所日のみ。土曜日は17:00まで。","有"
"140","34.33136","134.05430","桜町保育所","高松市桜町一丁目3-15","正面玄関入口","087-834-3628","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"141","34.30469","134.02860","田村保育所","高松市鹿角町937","職員室","087-866-0962","月火水木金土","7:30","18:30","開所日のみ。土曜日は17:00まで。","有"
"142","34.31896","134.03815","鶴尾保育所","高松市東ハゼ町19-8","玄関内側","087-865-6342","月火水木金土","7:30","18:30","開所日のみ。土曜日は17:00まで。","有"
"143","34.31322","134.05181","太田保育所","高松市伏石町1062","職員室","087-867-5741","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"144","34.32466","134.07727","木太保育所","高松市木太町3502","正面入口","087-861-2650","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"145","34.33073","134.107636","古高松保育所","高松市高松町423-1","職員室入口","087-841-9845","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"146","34.34278","134.09985","屋島こども園","高松市屋島西町1744-1","職員室","087-841-9711","月火水木金土","7:30","18:45","祝日、12/29～1/3を除く。土曜日は17:00まで。","有"
"148","34.35251","133.98711","下笠居東部保育所","高松市植松町44-4","正面玄関入口","087-881-4752","月火水木金土","7:30","18:30","開所日のみ。土曜日は17:00まで。","有"
"149","34.34565","133.99691","香西保育所","高松市香西西町57-9","職員室","087-881-2328","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"150","34.32856","1334.00556","弦打保育所","高松市鶴市町359-1","職員室","087-881-2552","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"151","34.32784","133.99333","鬼無保育所","高松市鬼無町佐藤41-1","職員室","087-881-2844","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"152","34.27753","134.07036","三谷保育所","高松市三谷町1193-1","正面玄関入口","087-889-0720","月火水木金土","7:45","18:30","開所日のみ。土曜日は17:00まで。","有"
"153","34.29152","134.05103","多肥保育所","高松市多肥上町424","職員室","087-889-0475","月火水木金土","7:45","18:30","開所日のみ。土曜日は17:00まで。","有"
"156","34.24037","134.07808","西植田保育所","高松市西植田町2350-1","職員室","087-849-0102","月火水木金土","7:30","18:30","開所日のみ。土曜日は13:30まで。","有"
"157","34.24013","134.09791","東植田保育所","高松市東植田町2023-1","職員室入口","087-849-0082","月火水木金土","7:30","18:00","開所日のみ。土曜日は8:00～17:00","有"
"158","34.26781","134.02700","大野保育所","高松市香川町大野1063-1","職員室入口","087-886-9356","月火水木金土","7:30","18:00","開所日のみ。土曜日は8:30～17:00。","有"
"160","34.22962","134.04026","川東南保育所","高松市香川町川内原574-56","職員室","087-879-5784","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"161","34.30709","133.96409","国分寺北部保育所","高松市国分寺町新居1906-1","職員室","087-874-1487","月火水木金土","7:30","18:30","開所日のみ。土曜日は17:00まで。","有"
"162","34.28486","133.96094","国分寺南部保育所","高松市国分寺町福家甲3106-1","職員室入口","087-874-1120","月火水木金土","7:30","18:30","開所日のみ。土曜日は17:00まで。","有"
"163","34.34607","134.12678","牟礼保育所","高松市牟礼町牟礼1978-1","正面玄関入口","087-845-1647","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。","有"
"165","34.33052","134.05245","高松市保健所","高松市桜町一丁目10-27　","正面入口、相談室１（貸出用）","087-839-2860","月火水木金","8:30","17:15","祝日、12/29～1/3を除く",
"166","34.33945","134.05969","高松市夜間急病診療所","高松市松島町一丁目16-20　","内科２診","087-839-2299","月火水木金土日","19:30","23:30",,
"167","34.33055","134.05185","高松市保健センター","高松市桜町一丁目9-12　","１階ロビー、３階エレベーターホール","087-839-2363","月火水木金","8:30","17:15","祝日、12/29～1/3を除く",
"168","34.25694","134.03282","香川地域保健活動センター","高松市香川町浅野1256-1　","１階ロビー",,"月火水木金","8:30","17:15","祝日、12/29～1/3を除く",
"169","34.38850","134.12946","庵治地域保健活動センター","高松市庵治町978　","３階ほっとぴあん受付内","087-870-3426",,,,"利用不可",
"170","34.29570","133.96487","国分寺地域保健活動センター","高松市国分寺町新居1180-1　","１階ロビー","087-874-8200","月火水木金","8:30","17:15","祝日、12/29～1/3を除く",
"171","34.26558","134.01537","高松市西部クリーンセンター","高松市川部町930-1","事務室入口","087-885-2727","月火水木金土","8:30","17:15","土曜日は12：30まで。祝日、12/29～1/3を除く。","有"
"172","34.20257","134.0320875","高松市南部クリーンセンター","高松市塩江町安原下第3号2084-1","事務室入口","087-890-2190","月火水木金","8:30","17:15","祝日、12/29～1/3を除く","有"
"173","34.34604","134.06203","高松競輪場","高松市福岡町一丁目4-46　","中央スタンド開催事務所、医務室、前売投票所","087-851-5036","月火水木金土日","8:30","17:15","ナイター時は～21：00。競輪非開催日は利用できない場合あり。","有"
"174","34.34829","134.02850","中央卸売市場　水産物棟","高松市瀬戸内町30-5","守衛室","087-862-3411","月火水木金土日","0:00","23:59","終日利用可能","有"
"175","34.35128","134.02942","中央卸売市場　青果棟","高松市瀬戸内町40-12","守衛室","087-862-3411","月火水木金土日","0:00","23:59","終日利用可能","無"
"176","34.34868","134.02686","公設花き地方卸売市場　花き棟","高松市西町12-1","守衛室","087-862-3411","月火水木金土日","0:00","23:59","終日利用可能","有"
"178","34.23962","134.00726","香南楽湯","高松市香南町横井997-2　","２階浴場入口前付近","087-815-8585","月火水木金土日","10:00","23:00","第３水曜を除く",
"180","34.38971","134.05246","高松市鬼ヶ島おにの館","高松市女木町15-22","事務所受付","087-873-0728","月火水木金土日","8:00","17:00","8/1～8/20は8:00～18:10",
"181","34.35703","134.04712","高松市文化芸術ホール","高松市サンポート2-1　","1Ｆ警備室内、2Ｆ管理事務室内","087-825-5000","月火水木金土日","7:00","23:00","12/29～1/3を除く。２Ｆ管理事務室内設置のものは8:30～18:30。",
