#LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#lang,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#attribution_name,高松市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#file_name,0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#property,prefCode,regionCode,prefName,cityName,surveyDate,regionName,totalPopulation,male,woman,man1,woman1,man2,woman2,man3,woman3,man4,woman4,man5,woman5,man6,woman6,man7,woman7,man8,woman8,man9,woman9,man10,woman10,man11,woman11,man12,woman12,man13,woman13,man14,woman14,man15,woman15,man16,woman16,man17,woman17,man18,woman18,numberOfHouseholds,note,location
#object_type_xsd,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion,Assertion
16,37201,,香川県,高松市,1/1/2023,大工町,166,82,84,0,1,2,0,3,0,0,2,4,3,2,0,6,3,4,3,6,1,11,6,5,9,6,4,5,6,8,8,6,13,4,10,4,4,6,11,114,,"34.344544,134.052793"
17,37201,,香川県,高松市,1/1/2023,百間町,280,142,138,5,2,2,2,3,6,9,4,6,4,10,5,7,7,5,6,9,12,15,11,16,10,9,12,5,5,8,8,12,5,10,16,2,5,9,18,184,,"34.345116,134.052861"
18,37201,,香川県,高松市,1/1/2023,片原町,280,124,156,1,3,5,3,6,6,3,4,4,4,2,3,4,3,7,7,5,6,9,12,7,14,12,11,14,12,12,9,8,18,8,11,9,9,8,21,163,,"34.345681,134.053043"
19,37201,,香川県,高松市,1/1/2023,鶴屋町,267,133,134,2,2,2,7,0,2,0,4,3,3,8,6,7,2,12,5,10,6,10,10,10,9,10,6,9,9,11,11,15,13,13,12,5,7,6,20,177,,"34.346738,134.055123"
20,37201,,香川県,高松市,1/1/2023,本町,461,231,230,4,3,4,0,2,1,3,8,38,38,16,28,14,9,9,8,5,4,18,11,16,10,21,16,16,11,23,18,12,11,10,19,11,13,9,22,346,,"34.348509,134.054779"
21,37201,,香川県,高松市,1/1/2023,北浜町,382,179,203,4,4,5,2,4,4,5,7,3,5,11,3,11,9,13,11,7,11,17,12,17,17,15,15,19,18,15,19,11,20,6,9,10,12,6,25,241,,"34.350584,134.055577"
22,37201,,香川県,高松市,1/1/2023,朝日町１丁目,14,9,5,0,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,,"34.349551,134.062394"
23,37201,,香川県,高松市,1/1/2023,朝日町２丁目,321,176,145,1,3,4,5,1,7,11,5,31,5,22,4,8,2,15,5,11,7,11,7,6,8,8,11,6,5,7,7,9,12,10,16,8,15,7,21,207,,"34.349476,134.065023"
24,37201,,香川県,高松市,1/1/2023,朝日町３丁目,13,10,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,9,,"34.349433,134.067854"
25,37201,,香川県,高松市,1/1/2023,朝日町４丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,"34.355141,134.063999"
26,37201,,香川県,高松市,1/1/2023,朝日町５丁目,31,31,0,0,0,0,0,0,0,0,0,1,0,16,0,9,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,"34.350713,134.074847"
27,37201,,香川県,高松市,1/1/2023,朝日町６丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,"34.358639,134.077278"
28,37201,,香川県,高松市,1/1/2023,東浜町１丁目,86,42,44,2,1,0,0,1,0,0,2,1,4,5,8,3,2,3,2,1,1,2,2,4,1,3,4,2,1,1,2,3,2,2,4,4,2,5,6,61,,"34.345672,134.057062"
29,37201,,香川県,高松市,1/1/2023,城東町１丁目,149,71,78,0,0,1,1,0,3,1,2,5,5,7,2,3,4,4,2,6,3,4,4,6,6,3,4,4,5,5,4,7,13,6,7,6,3,3,10,105,,"34.34741472,134.05595611"
30,37201,,香川県,高松市,1/1/2023,城東町２丁目,101,50,51,0,0,0,0,1,3,1,2,4,4,2,2,2,0,1,0,3,1,2,6,4,7,7,1,2,0,5,3,3,1,3,1,4,8,6,12,63,,"34.349670,134.058749"
31,37201,,香川県,高松市,1/1/2023,朝日新町,6,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,,"34.360121,134.067116"
32,37201,,香川県,高松市,1/1/2023,通町,87,35,52,0,0,0,0,1,2,0,1,3,2,6,4,3,0,1,1,0,5,4,4,4,2,1,2,2,4,1,0,2,5,3,4,3,4,1,12,54,,"34.345184,134.055567"
33,37201,,香川県,高松市,1/1/2023,井口町,194,99,95,6,0,3,2,4,3,1,1,8,6,10,4,6,4,6,4,5,9,8,5,17,9,5,6,2,4,5,3,5,8,3,11,1,6,4,10,131,,"34.345031,134.057334"
34,37201,,香川県,高松市,1/1/2023,末広町,375,179,196,6,3,5,3,9,8,7,6,7,5,5,7,7,4,9,11,15,22,19,15,11,14,14,16,15,12,10,14,9,20,17,9,2,9,12,18,210,,"34.344064,134.057235"
35,37201,,香川県,高松市,1/1/2023,福岡町１丁目,396,201,195,8,5,12,4,8,9,4,11,6,12,5,7,10,4,13,11,15,12,17,18,19,18,10,9,9,14,19,10,17,21,17,13,7,7,5,10,219,,"34.346039,134.061190"
36,37201,,香川県,高松市,1/1/2023,福岡町２丁目,1058,505,553,14,13,19,17,21,19,16,21,36,39,35,26,19,20,30,28,31,24,32,37,47,36,39,39,40,44,27,31,35,42,28,36,17,26,19,55,622,,"34.345368,134.066160"
37,37201,,香川県,高松市,1/1/2023,福岡町３丁目,905,446,459,11,14,14,10,8,17,12,15,20,18,25,25,29,22,22,22,30,22,20,32,43,29,38,32,25,28,27,30,45,44,31,37,27,21,19,41,536,,"34.344806,134.072319"
38,37201,,香川県,高松市,1/1/2023,福岡町４丁目,968,467,501,6,7,25,12,19,13,17,28,32,34,35,24,17,12,25,17,34,28,39,37,28,32,31,27,21,30,40,30,29,39,25,40,22,27,22,64,600,,"34.341421,134.070862"
39,37201,,香川県,高松市,1/1/2023,松福町１丁目,1009,497,512,32,27,27,25,18,11,17,20,21,25,21,14,26,30,35,38,34,32,38,34,33,39,35,29,25,29,24,26,34,31,30,34,15,28,32,40,546,,"34.343128,134.060694"
40,37201,,香川県,高松市,1/1/2023,松福町２丁目,800,429,371,5,7,8,18,18,11,16,13,33,16,25,15,24,11,20,18,26,18,45,33,35,37,37,28,24,15,27,23,35,29,18,18,11,25,22,36,488,,"34.34023306,134.06504944"
41,37201,,香川県,高松市,1/1/2023,松島町,122,51,71,1,1,2,1,2,1,3,3,0,1,1,2,0,1,3,3,1,1,7,3,5,7,2,2,3,3,3,10,8,9,2,8,7,6,1,9,70,,"34.333470,134.068614"
42,37201,,香川県,高松市,1/1/2023,松島町１丁目,603,302,301,14,13,14,14,14,15,11,7,13,9,15,18,24,17,23,17,18,28,27,17,14,12,16,26,26,22,17,15,13,22,17,15,12,13,14,21,321,,"34.339806,134.060189"
43,37201,,香川県,高松市,1/1/2023,松島町２丁目,919,437,482,20,13,16,10,28,19,23,20,29,24,12,32,32,26,22,21,30,28,39,41,35,40,24,34,23,26,25,23,26,33,25,31,11,19,17,42,507,,"34.338820,134.064936"
44,37201,,香川県,高松市,1/1/2023,松島町３丁目,1382,661,721,33,24,31,28,33,33,21,19,17,20,33,36,34,27,54,62,54,39,57,45,41,38,47,50,45,55,38,36,45,41,28,49,17,45,33,74,685,,"34.069518,134.069518"
45,37201,,香川県,高松市,1/1/2023,多賀町１丁目,223,104,119,0,3,1,4,2,1,4,0,3,4,2,3,5,6,12,8,4,6,6,4,6,4,6,11,8,7,13,13,13,12,4,7,10,7,5,19,132,,"34.336773,134.057996"
46,37201,,香川県,高松市,1/1/2023,多賀町２丁目,641,322,319,8,10,14,9,13,7,16,15,11,11,16,17,20,19,21,25,15,19,27,34,29,30,26,23,24,12,20,16,31,13,9,19,10,17,12,23,346,,"34.336662,134.060073"
47,37201,,香川県,高松市,1/1/2023,多賀町３丁目,752,360,392,5,8,15,5,13,12,19,20,14,17,24,17,11,17,26,19,16,20,26,24,32,26,24,25,28,32,27,29,32,27,19,27,9,19,20,48,422,,"34.336576,134.063243"
48,37201,,香川県,高松市,1/1/2023,花園町１丁目,598,276,322,11,12,7,12,8,7,11,11,16,17,11,7,18,11,11,20,14,14,21,20,25,15,25,18,24,21,16,20,18,24,14,24,11,23,15,46,350,,"34.334696,134.057838"
49,37201,,香川県,高松市,1/1/2023,花園町２丁目,317,141,176,2,1,3,9,6,7,14,7,8,14,5,4,5,0,7,6,14,8,7,11,13,16,10,7,6,8,9,13,13,15,6,20,10,9,3,21,174,,"34.333573,134.057331"
50,37201,,香川県,高松市,1/1/2023,花園町３丁目,512,232,280,1,5,5,8,13,16,15,13,18,12,15,4,12,8,11,14,17,22,22,17,20,20,16,23,16,15,16,20,8,17,10,20,7,14,10,32,279,,"34.332627,134.056915"
51,37201,,香川県,高松市,1/1/2023,観光通１丁目,207,103,104,4,7,3,5,3,2,1,0,3,7,6,5,8,5,11,6,9,6,9,10,6,7,8,8,9,8,5,8,9,3,3,5,3,2,3,10,126,,"34.336699,134.051633"
52,37201,,香川県,高松市,1/1/2023,観光通２丁目,112,58,54,0,0,0,0,4,2,1,1,5,5,5,7,4,2,1,4,2,2,8,6,4,1,8,4,5,4,2,4,1,2,5,2,2,5,1,3,83,,"34.33607972,134.05686194"
53,37201,,香川県,高松市,1/1/2023,田町,348,165,183,3,2,0,4,3,5,2,3,6,6,12,5,5,5,9,6,9,6,11,9,11,12,12,15,14,13,15,11,25,20,10,13,11,12,7,36,234,,"34.337159,134.048833"
54,37201,,香川県,高松市,1/1/2023,東田町,173,79,94,2,2,0,0,0,0,0,1,5,6,5,3,6,1,7,5,4,3,4,3,2,3,4,7,5,10,12,7,6,10,5,4,4,10,8,19,121,,"34.335767,134.049814"
55,37201,,香川県,高松市,1/1/2023,藤塚町,28,10,18,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,1,2,0,1,3,2,1,4,2,0,0,3,16,,"34.335085,134.050291"
56,37201,,香川県,高松市,1/1/2023,藤塚町１丁目,779,359,420,5,4,13,9,14,7,12,12,12,20,12,15,15,19,16,20,26,23,24,29,44,31,25,41,26,28,26,29,39,47,29,31,10,25,11,30,495,,"34.333899,134.048021"
57,37201,,香川県,高松市,1/1/2023,藤塚町２丁目,955,435,520,11,14,16,19,23,24,17,26,23,24,23,15,16,18,15,23,20,33,42,42,41,36,26,27,43,28,31,25,28,42,26,52,26,33,8,39,585,,"34.333809,134.050570"
58,37201,,香川県,高松市,1/1/2023,藤塚町３丁目,511,258,253,4,1,7,9,4,6,7,4,16,15,25,17,15,11,17,8,15,12,20,10,14,22,23,15,13,17,20,13,19,22,11,23,12,15,16,33,318,,"34.334006,134.053063"
59,37201,,香川県,高松市,1/1/2023,栗林町１丁目,1123,530,593,15,13,21,23,21,21,41,27,34,41,24,18,20,19,20,23,29,30,36,59,54,70,52,47,50,33,33,28,29,41,25,37,13,24,13,39,572,,"34.329256,134.046228"
60,37201,,香川県,高松市,1/1/2023,栗林町２丁目,1251,573,678,20,18,31,25,34,26,24,35,30,28,21,31,20,15,31,49,50,46,48,54,47,63,38,41,44,48,34,35,42,51,28,32,15,25,16,56,655,,"34.330885,134.049506"
61,37201,,香川県,高松市,1/1/2023,栗林町３丁目,631,295,336,5,7,16,11,17,12,18,16,11,11,18,14,7,9,19,14,21,21,21,26,24,23,21,24,15,26,24,23,20,27,13,22,13,22,12,28,315,,"34.32881028,134.04804333"
62,37201,,香川県,高松市,1/1/2023,桜町１丁目,2049,959,1090,35,41,73,68,61,58,62,66,47,49,27,39,28,40,50,60,72,74,88,107,101,99,60,84,62,61,60,59,64,61,29,51,16,30,24,43,889,,"34.330565,134.052794"
63,37201,,香川県,高松市,1/1/2023,桜町２丁目,1456,677,779,20,24,51,51,58,60,46,60,44,35,21,19,23,24,37,50,51,57,63,80,59,73,45,73,49,47,42,28,22,38,21,18,14,16,11,26,569,,"34.326819,134.053219"
64,37201,,香川県,高松市,1/1/2023,楠上町１丁目,1256,603,653,26,39,47,50,54,34,21,24,18,19,24,27,36,33,37,45,49,50,53,48,48,47,33,36,38,58,38,30,32,31,19,23,9,22,21,37,540,,"34.331241,134.057056"
65,37201,,香川県,高松市,1/1/2023,楠上町２丁目,1084,531,553,16,15,37,36,49,52,36,51,30,27,26,14,21,11,17,24,49,63,69,73,70,65,36,30,32,32,17,15,11,17,7,7,4,9,4,12,441,,"34.329389,134.056040"
66,37201,,香川県,高松市,1/1/2023,花ノ宮町１丁目,658,319,339,10,12,8,13,20,9,14,20,15,16,10,12,24,22,24,14,22,19,24,31,32,28,29,24,23,25,18,21,13,23,11,13,7,12,15,25,344,,"34.326569,134.048473"
67,37201,,香川県,高松市,1/1/2023,花ノ宮町２丁目,836,408,428,10,19,20,20,24,17,17,27,22,17,30,23,31,23,29,24,24,29,35,35,37,34,25,22,19,28,26,19,23,27,15,29,11,17,10,18,413,,"34.324017,134.048590"
68,37201,,香川県,高松市,1/1/2023,花ノ宮町３丁目,398,181,217,8,8,6,11,8,11,9,11,6,14,5,8,8,9,14,10,12,17,15,16,14,22,15,12,14,10,15,14,12,12,8,8,5,11,7,13,191,,"34.324465,134.046077"
69,37201,,香川県,高松市,1/1/2023,上之町１丁目,716,328,388,9,11,14,14,14,13,15,11,18,23,18,19,9,13,11,17,16,29,28,32,38,32,32,45,27,32,32,20,22,22,10,11,4,12,11,32,340,,"34.321010,134.045014"
70,37201,,香川県,高松市,1/1/2023,上之町２丁目,834,408,426,8,8,19,12,17,24,18,22,33,15,24,15,28,23,25,23,25,32,29,26,28,30,23,26,19,30,19,26,36,36,26,34,18,12,13,32,447,,"34.320445,134.048077"
71,37201,,香川県,高松市,1/1/2023,上之町３丁目,836,424,412,9,13,16,23,21,21,25,25,22,13,26,20,20,16,34,25,33,26,41,49,43,41,27,29,27,21,18,27,25,22,13,11,11,13,13,17,413,,"34.322929,134.051347"
72,37201,,香川県,高松市,1/1/2023,旅篭町,33,18,15,1,0,0,0,0,0,0,1,1,3,2,1,2,0,3,1,2,0,2,1,1,1,1,2,0,0,1,1,1,3,0,0,1,1,0,0,24,,"34.335559,134.047528"
73,37201,,香川県,高松市,1/1/2023,中新町,355,166,189,2,4,4,2,6,9,10,8,9,8,6,4,8,11,5,10,11,8,15,10,11,20,12,19,22,15,10,15,12,16,7,9,5,7,11,14,205,,"34.337041,134.047660"
74,37201,,香川県,高松市,1/1/2023,天神前,716,325,391,20,21,25,27,14,14,12,18,9,10,14,12,16,17,27,25,21,29,37,50,27,27,16,25,28,20,16,15,18,25,11,20,6,11,8,25,346,,"34.338991,134.045795"
75,37201,,香川県,高松市,1/1/2023,中央町,1280,630,650,16,15,22,18,32,33,37,21,46,35,53,52,29,25,22,30,36,36,59,55,51,56,59,52,40,46,25,33,40,45,24,27,20,24,19,47,706,,"34.336395,134.045082"
76,37201,,香川県,高松市,1/1/2023,中野町,1272,617,655,12,12,31,17,32,15,22,19,38,45,39,24,20,17,30,27,37,43,40,62,62,46,33,49,41,43,48,43,50,43,27,34,22,33,33,83,736,,"34.333850,134.044116"
77,37201,,香川県,高松市,1/1/2023,亀岡町,495,241,254,14,3,11,5,7,9,13,15,12,6,13,14,11,9,14,11,18,13,16,16,12,15,17,17,18,17,13,11,11,22,11,14,8,28,22,29,273,,"34.337080,134.041227"
78,37201,,香川県,高松市,1/1/2023,番町１丁目,241,107,134,3,4,8,6,5,5,3,5,2,2,5,8,4,3,5,7,6,4,11,14,7,8,5,6,6,11,9,10,8,8,3,19,8,6,9,8,118,,"34.343092,134.046553"
79,37201,,香川県,高松市,1/1/2023,番町２丁目,337,156,181,5,3,4,7,4,3,8,6,6,10,7,8,7,9,10,3,9,6,9,14,11,12,9,13,18,11,16,14,10,16,7,3,2,12,14,31,192,,"34.34355083,134.04488778"
80,37201,,香川県,高松市,1/1/2023,番町３丁目,592,284,308,5,12,14,13,16,20,22,18,18,12,11,7,8,9,9,9,18,23,25,26,19,21,25,21,22,19,15,16,17,22,19,17,12,12,9,31,275,,"34.342400,134.041726"
81,37201,,香川県,高松市,1/1/2023,番町４丁目,535,268,267,11,5,9,13,25,9,8,12,16,17,17,12,13,6,14,12,21,29,23,18,20,20,19,15,15,12,13,21,16,17,13,13,5,10,10,26,274,,"34.340780,134.041285"
82,37201,,香川県,高松市,1/1/2023,番町５丁目,499,235,264,7,7,12,16,18,13,16,17,10,14,7,5,4,10,13,10,11,14,19,24,28,31,20,18,13,19,15,13,18,16,12,15,8,9,4,13,222,,"34.339285,134.040978"
83,37201,,香川県,高松市,1/1/2023,紫雲町,198,98,100,7,2,6,7,2,4,6,6,10,8,2,6,6,2,3,5,8,10,7,8,4,6,3,2,8,8,6,5,8,6,2,6,4,2,6,7,116,,"34.341121,134.033606"
84,37201,,香川県,高松市,1/1/2023,新北町,1415,711,704,20,18,17,15,31,23,32,36,31,44,36,32,35,31,44,37,58,33,59,48,58,63,62,40,43,36,36,40,62,63,33,53,28,39,26,53,811,,"34.352815,134.025363"
85,37201,,香川県,高松市,1/1/2023,宮脇町１丁目,1770,831,939,21,31,40,25,46,28,47,38,67,45,39,39,26,41,36,50,46,53,62,70,55,66,59,69,65,54,55,49,57,73,45,65,30,46,35,97,921,,"34.33958444,134.03529167"
86,37201,,香川県,高松市,1/1/2023,宮脇町２丁目,1982,967,1015,27,16,35,24,42,47,46,38,63,45,51,34,37,36,50,35,60,56,64,60,54,77,67,50,67,70,66,59,77,98,67,86,37,63,57,121,1144,,"34.333101,134.035803"
87,37201,,香川県,高松市,1/1/2023,西宝町１丁目,1143,518,625,13,13,11,14,20,25,29,35,41,39,30,30,23,19,26,27,19,29,45,41,53,52,39,47,29,37,38,45,43,42,18,44,24,35,17,51,646,,"34.343417,134.028386"
88,37201,,香川県,高松市,1/1/2023,西宝町２丁目,932,472,460,10,8,11,17,22,16,21,21,32,22,25,11,24,19,24,19,35,25,38,32,40,35,51,33,36,38,34,31,26,37,17,29,15,26,11,41,534,,"34.338427,134.026970"
89,37201,,香川県,高松市,1/1/2023,西宝町３丁目,372,189,183,3,6,6,8,10,5,7,8,10,9,8,6,9,5,12,11,13,10,13,11,15,17,12,13,13,16,20,14,17,11,6,10,7,11,8,12,193,,"34.344151,134.023055"
90,37201,,香川県,高松市,1/1/2023,茜町,1606,804,802,34,18,23,18,36,24,47,37,45,32,47,45,37,35,46,52,51,46,47,68,67,69,59,63,63,66,57,61,56,68,41,43,28,26,20,31,846,,"34.349525,134.025150"
91,37201,,香川県,高松市,1/1/2023,西町,1014,485,529,11,12,19,27,22,20,27,22,37,39,21,27,22,17,34,33,27,35,41,48,53,47,28,33,30,25,23,33,40,39,29,33,11,16,10,23,518,,"34.346330,134.024326"
92,37201,,香川県,高松市,1/1/2023,瀬戸内町,944,481,463,6,4,10,10,13,12,19,18,34,18,23,14,20,8,19,15,25,14,32,32,28,28,35,19,33,37,48,39,52,66,39,47,23,31,22,51,573,,"34.34758361,134.03246917"
93,37201,,香川県,高松市,1/1/2023,扇町１丁目,1282,632,650,4,10,16,20,24,23,19,21,38,32,28,19,19,18,28,22,43,34,42,37,38,40,42,31,39,37,62,60,67,72,57,50,29,54,37,70,739,,"34.346558,134.036476"
94,37201,,香川県,高松市,1/1/2023,扇町２丁目,481,217,264,5,3,4,5,9,7,15,14,14,32,19,19,12,16,14,9,6,11,12,14,19,16,14,11,13,15,13,20,19,23,18,10,4,16,7,23,295,,"34.34451944,134.03656833"
95,37201,,香川県,高松市,1/1/2023,扇町３丁目,456,216,240,0,3,1,1,2,5,4,8,14,14,9,9,15,10,8,9,12,4,10,10,19,23,17,12,18,20,19,10,22,27,18,28,14,18,14,29,307,,"34.345819,134.031498"
96,37201,,香川県,高松市,1/1/2023,昭和町１丁目,1088,501,587,13,20,42,33,32,46,25,38,24,38,24,26,31,20,33,40,37,38,39,43,37,60,46,43,46,36,26,24,23,17,5,17,8,18,10,30,504,,"34.343234,134.033872"
97,37201,,香川県,高松市,1/1/2023,昭和町２丁目,604,275,329,15,21,23,27,15,18,9,6,16,8,9,7,13,15,24,31,36,37,19,26,20,22,18,13,11,19,10,17,15,19,12,15,4,10,6,18,289,,"34.343324,134.031092"
98,37201,,香川県,高松市,1/1/2023,サンポート,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,,"34.353730,134.046918"
99,37201,,香川県,高松市,1/1/2023,幸町,14,0,14,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,"34.341525,134.036836"
100,37201,,香川県,高松市,1/1/2023,錦町１丁目,1747,837,910,18,26,35,46,48,57,49,36,40,34,42,26,35,40,59,47,60,79,86,98,80,78,74,78,55,58,47,48,40,48,35,41,17,22,17,48,882,,"34.347405,134.044821"
