#LINK,,,,
#lang,ja,,,
#attribution_name,高松市,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,
#file_name,0084,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/menu_Information,,,
#property,lunchDay,menuName,foodName,quantity
#object_type_xsd,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion
37,12/1/2021,白玉雑煮,出し昆布,1
38,12/1/2021,白玉雑煮,水,110
39,12/1/2021,プリン（中のみ）,（冷）プリン　Ｆｅ強化,60
40,12/2/2021,麦ごはん,精白米（委託）,70
41,12/2/2021,麦ごはん,米粒麦　委託,7
42,12/2/2021,牛乳,牛乳,206
43,12/2/2021,大根の卵とじどんぶり,ベーコン（短冊）,7
44,12/2/2021,大根の卵とじどんぶり,鶏卵,30
45,12/2/2021,大根の卵とじどんぶり,大根,60
46,12/2/2021,大根の卵とじどんぶり,人参,10
47,12/2/2021,大根の卵とじどんぶり,生しいたけ（スライス）県産・１kg,6
48,12/2/2021,大根の卵とじどんぶり,中ねぎ,5
49,12/2/2021,大根の卵とじどんぶり,サラダ油,1
50,12/2/2021,大根の卵とじどんぶり,しょうゆ,4
51,12/2/2021,大根の卵とじどんぶり,みりん,2
52,12/2/2021,大根の卵とじどんぶり,三温糖,1
53,12/2/2021,大根の卵とじどんぶり,食塩,0.25
54,12/2/2021,大根の卵とじどんぶり,こしょう,0.03
55,12/2/2021,大根の卵とじどんぶり,チキンコンソメ,0.6
56,12/2/2021,大根の卵とじどんぶり,でんぷん,1
57,12/2/2021,大根の卵とじどんぶり,湯,50
58,12/2/2021,かたくちいわしのから揚げ,（冷）かたくちいわし澱粉付き,30
59,12/2/2021,かたくちいわしのから揚げ,食用油,4
60,12/2/2021,チンゲンサイとたくあんのごまあえ,チンゲンサイ,25
61,12/2/2021,チンゲンサイとたくあんのごまあえ,キャベツ,30
62,12/2/2021,チンゲンサイとたくあんのごまあえ,たくあん（刻み）１ｋｇ袋,6
63,12/2/2021,チンゲンサイとたくあんのごまあえ,しょうゆ,0.6
64,12/2/2021,チンゲンサイとたくあんのごまあえ,食酢,0.3
65,12/2/2021,チンゲンサイとたくあんのごまあえ,炒り白ごま,1
66,12/3/2021,コッペパン,コッペパン,60
67,12/3/2021,牛乳,牛乳,206
68,12/3/2021,ボルシチ,牛肉（２㎝角）,30
69,12/3/2021,ボルシチ,サラダ油,0.5
70,12/3/2021,ボルシチ,大かぶ,50
71,12/3/2021,ボルシチ,玉葱,30
72,12/3/2021,ボルシチ,キャベツ,20
73,12/3/2021,ボルシチ,人参,10
74,12/3/2021,ボルシチ,サラダ油,1
75,12/3/2021,ボルシチ,バター,1
76,12/3/2021,ボルシチ,（袋）トマトケチャップ　１kg,4
77,12/3/2021,ボルシチ,（袋）トマトピューレ　１㎏,4
78,12/3/2021,ボルシチ,赤ぶどう酒,2
79,12/3/2021,ボルシチ,食塩,0.55
80,12/3/2021,ボルシチ,こしょう,0.05
81,12/3/2021,ボルシチ,（袋）がらスープ,3
82,12/3/2021,ボルシチ,チキンコンソメ,0.4
83,12/3/2021,ボルシチ,ローリエ,0.1
84,12/3/2021,ボルシチ,生クリーム,3
85,12/3/2021,ボルシチ,湯,80
86,12/3/2021,ポテトサラダ,じゃがいも,60
87,12/3/2021,ポテトサラダ,人参,8
88,12/3/2021,ポテトサラダ,（缶）ホールコーン,7
89,12/3/2021,ポテトサラダ,ゆで塩,1
90,12/3/2021,ポテトサラダ,（袋）マヨネーズ,8
91,12/6/2021,麦ごはん,精白米（委託）,70
92,12/6/2021,麦ごはん,米粒麦　委託　,7
93,12/6/2021,牛乳,牛乳,206
94,12/6/2021,煮込みおでん,牛肉（３×３㎝スライス）,20
95,12/6/2021,煮込みおでん,てんぷら,15
96,12/6/2021,煮込みおでん,（レト）うずら卵１㎏,20
97,12/6/2021,煮込みおでん,（冷）厚揚げ（カット）１㎏,25
98,12/6/2021,煮込みおでん,大根,30
99,12/6/2021,煮込みおでん,里いも（２㎝）,25
100,12/6/2021,煮込みおでん,板こんにゃく,20
101,12/6/2021,煮込みおでん,人参,10
102,12/6/2021,煮込みおでん,（乾）早煮昆布（カット）,1
103,12/6/2021,煮込みおでん,白みそ,5
104,12/6/2021,煮込みおでん,赤みそ,3
105,12/6/2021,煮込みおでん,中双糖,3
106,12/6/2021,煮込みおでん,清酒,1
107,12/6/2021,煮込みおでん,しょうゆ,0.8
108,12/6/2021,煮込みおでん,水,50
109,12/6/2021,食べて菜のごまあえ,食べて菜,25
110,12/6/2021,食べて菜のごまあえ,キャベツ,30
111,12/6/2021,食べて菜のごまあえ,人参,5
112,12/6/2021,食べて菜のごまあえ,炒り白ごま,1
113,12/6/2021,食べて菜のごまあえ,ポン酢,1.5
114,12/6/2021,食べて菜のごまあえ,しょうゆ,2.5
115,12/6/2021,大豆ふりかけ,（袋）大豆ふりかけ,2.5
116,12/7/2021,年明け八菜うどん,（袋）ゆでうどん　さぬきの夢,280
117,12/7/2021,年明け八菜うどん,豚肉並（３×３㎝スライス）,20
118,12/7/2021,年明け八菜うどん,生姜,0.4
119,12/7/2021,年明け八菜うどん,清酒,1.5
120,12/7/2021,年明け八菜うどん,サラダ油,0.5
121,12/7/2021,年明け八菜うどん,型抜きかまぼこ（梅）,5
122,12/7/2021,年明け八菜うどん,白菜,30
123,12/7/2021,年明け八菜うどん,玉葱,25
124,12/7/2021,年明け八菜うどん,金時人参,15
125,12/7/2021,年明け八菜うどん,大根,15
126,12/7/2021,年明け八菜うどん,もやし,10
127,12/7/2021,年明け八菜うどん,生しいたけ（スライス）県産・１kg,5
128,12/7/2021,年明け八菜うどん,中ねぎ,5
129,12/7/2021,年明け八菜うどん,しょうゆ,4
130,12/7/2021,年明け八菜うどん,みりん,1
131,12/7/2021,年明け八菜うどん,食塩,0.5
132,12/7/2021,年明け八菜うどん,でんぷん,2
133,12/7/2021,年明け八菜うどん,煮干し　だし用,5
134,12/7/2021,年明け八菜うどん,水,110
135,12/7/2021,牛乳,牛乳,206
136,12/7/2021,えび入り金時揚げ,（冷）金時揚げ,40
137,12/7/2021,えび入り金時揚げ,食用油,4
138,12/7/2021,ゆでブロッコリー,（冷）ブロッコリー　国産　１㎏,25
139,12/7/2021,ゆでブロッコリー,ゆで塩,0.5
140,12/7/2021, ココアワッフル(中のみ）,（冷）ココアワッフル　Fe強化,28
141,12/8/2021,キムチごはん（麦入り）,精白米（自校）,59
142,12/8/2021,キムチごはん（麦入り）,米粒麦　自校,6
143,12/8/2021,キムチごはん（麦入り）,豚肉並（２×２㎝スライス）,15
144,12/8/2021,キムチごはん（麦入り）,清酒,2
145,12/8/2021,キムチごはん（麦入り）,生姜,0.8
146,12/8/2021,キムチごはん（麦入り）,白菜キムチ（ごはん用）１kg,15
147,12/8/2021,キムチごはん（麦入り）,人参,7
148,12/8/2021,キムチごはん（麦入り）,（冷）むき枝豆　１㎏,5
149,12/8/2021,キムチごはん（麦入り）,炒り白ごま,2
150,12/8/2021,キムチごはん（麦入り）,ごま油,2
151,12/8/2021,キムチごはん（麦入り）,上白糖,1.2
152,12/8/2021,キムチごはん（麦入り）,しょうゆ,1.2
153,12/8/2021,キムチごはん（麦入り）,チキンコンソメ,0.4
154,12/8/2021,キムチごはん（麦入り）,食塩,0.1
155,12/8/2021,牛乳,牛乳,206
156,12/8/2021,ナムル,もやし,40
157,12/8/2021,ナムル,小松菜,15
158,12/8/2021,ナムル,人参,7
159,12/8/2021,ナムル,にんにく　,0.1
160,12/8/2021,ナムル,食酢,2
161,12/8/2021,ナムル,しょうゆ,2
162,12/8/2021,ナムル,上白糖,1.3
163,12/8/2021,ナムル,ごま油,1
164,12/8/2021,ナムル,一味,0.01
165,12/8/2021,トックとわかめのスープ,ボンレスハム（短冊）卵抜き,5
166,12/8/2021,トックとわかめのスープ,トック　国産米使用,20
167,12/8/2021,トックとわかめのスープ,玉葱,20
168,12/8/2021,トックとわかめのスープ,干しわかめ（カット）,0.8
169,12/8/2021,トックとわかめのスープ,中ねぎ,3
170,12/8/2021,トックとわかめのスープ,サラダ油,0.5
171,12/8/2021,トックとわかめのスープ,（袋）がらスープ,4
172,12/8/2021,トックとわかめのスープ,しょうゆ,0.8
173,12/8/2021,トックとわかめのスープ,食塩,0.5
174,12/8/2021,トックとわかめのスープ,こしょう,0.03
175,12/8/2021,トックとわかめのスープ,チキンコンソメ,0.5
176,12/8/2021,トックとわかめのスープ,ごま油,0.2
177,12/8/2021,トックとわかめのスープ,湯,140
178,12/8/2021,ヨーグルト,ヨーグルト　Ｆｅ強化,70
179,12/9/2021,麦ごはん,精白米（委託）,70
180,12/9/2021,麦ごはん,米粒麦　委託,7
181,12/9/2021,牛乳,牛乳,206
182,12/9/2021,冬野菜カレーライス,豚肉並（２×３㎝スライス）,20
183,12/9/2021,冬野菜カレーライス,玉葱,40
184,12/9/2021,冬野菜カレーライス,じゃがいも,20
185,12/9/2021,冬野菜カレーライス,大かぶ,30
186,12/9/2021,冬野菜カレーライス,れんこん（いちょう３㎜）,15
187,12/9/2021,冬野菜カレーライス,人参,10
188,12/9/2021,冬野菜カレーライス,エリンギ（１×２×０．３㎝）県産,5
189,12/9/2021,冬野菜カレーライス,セロリー,3
190,12/9/2021,冬野菜カレーライス,にんにく　,0.5
191,12/9/2021,冬野菜カレーライス,生姜,0.5
192,12/9/2021,冬野菜カレーライス,サラダ油,1
193,12/9/2021,冬野菜カレーライス,小麦粉,6
194,12/9/2021,冬野菜カレーライス,カレー粉,1
195,12/9/2021,冬野菜カレーライス,サラダ油,4
196,12/9/2021,冬野菜カレーライス,（袋）がらスープ,4
197,12/9/2021,冬野菜カレーライス,（袋）トマトケチャップ　１kg,2
198,12/9/2021,冬野菜カレーライス,ウスターソース,1.3
199,12/9/2021,冬野菜カレーライス,とんかつソース,1
200,12/9/2021,冬野菜カレーライス,しょうゆ,1
201,12/9/2021,冬野菜カレーライス,チャツネ　450g,1
202,12/9/2021,冬野菜カレーライス,赤ぶどう酒,1
203,12/9/2021,冬野菜カレーライス,食塩,0.5
204,12/9/2021,冬野菜カレーライス,こしょう,0.04
205,12/9/2021,冬野菜カレーライス,チキンコンソメ,0.5
206,12/9/2021,冬野菜カレーライス,湯,60
207,12/9/2021,アーモンドサラダ,小松菜,20
208,12/9/2021,アーモンドサラダ,キャベツ,20
209,12/9/2021,アーモンドサラダ,もやし,20
210,12/9/2021,アーモンドサラダ,しょうゆ,2.5
211,12/9/2021,アーモンドサラダ,サラダ油,1.5
212,12/9/2021,アーモンドサラダ,食酢,2.5
213,12/9/2021,アーモンドサラダ,上白糖,1
214,12/9/2021,アーモンドサラダ,アーモンド（粉）,1
215,12/9/2021,アーモンドサラダ,アーモンド（刻み）,1.5
216,12/9/2021,小煮干し,小煮干し,4
217,12/10/2021,コッペパン,コッペパン,60
218,12/10/2021,牛乳,牛乳,206
219,12/10/2021,白身魚のレモンソース,（冷）メルルーサ　２㎝角切・皮付き骨なし,50
220,12/10/2021,白身魚のレモンソース,清酒,2
221,12/10/2021,白身魚のレモンソース,食塩,0.1
222,12/10/2021,白身魚のレモンソース,でんぷん,8
223,12/10/2021,白身魚のレモンソース,食用油,6
224,12/10/2021,白身魚のレモンソース,（冷）レモン果汁　県産・500g,4
225,12/10/2021,白身魚のレモンソース,上白糖,3
226,12/10/2021,白身魚のレモンソース,しょうゆ,2
227,12/10/2021,ブロッコリーとチーズのサラダ,ダイスチーズ（６㎜角）生食用,2.5
228,12/10/2021,ブロッコリーとチーズのサラダ,星形チーズ,2.5
229,12/10/2021,ブロッコリーとチーズのサラダ,（冷）ブロッコリー　国産　１㎏,25
230,12/10/2021,ブロッコリーとチーズのサラダ,キャベツ,20
231,12/10/2021,ブロッコリーとチーズのサラダ,人参,5
232,12/10/2021,ブロッコリーとチーズのサラダ,食酢,3
233,12/10/2021,ブロッコリーとチーズのサラダ,サラダ油,1
234,12/10/2021,ブロッコリーとチーズのサラダ,しょうゆ,2
235,12/10/2021,ブロッコリーとチーズのサラダ,上白糖,0.5
236,12/10/2021,ブロッコリーとチーズのサラダ,こしょう,0.02
237,12/10/2021,コーンチャウダー,ベーコン（短冊）,8
238,12/10/2021,コーンチャウダー,じゃがいも,30
239,12/10/2021,コーンチャウダー,玉葱,30
240,12/10/2021,コーンチャウダー,（缶）ホールコーン,20
241,12/10/2021,コーンチャウダー,（冷）白いんげん豆ペースト,15
242,12/10/2021,コーンチャウダー,人参,5
243,12/10/2021,コーンチャウダー,パセリ,0.3
244,12/10/2021,コーンチャウダー,バター,0.5
245,12/10/2021,コーンチャウダー,（袋）がらスープ,4
246,12/10/2021,コーンチャウダー,食塩,0.5
247,12/10/2021,コーンチャウダー,こしょう,0.05
248,12/10/2021,コーンチャウダー,チキンコンソメ,0.6
249,12/10/2021,コーンチャウダー,コーンスターチ,1
250,12/10/2021,コーンチャウダー,調理用牛乳,30
251,12/10/2021,コーンチャウダー,湯,50
252,12/13/2021,麦ごはん,精白米（自校）,70
253,12/13/2021,麦ごはん,米粒麦　委託,7
254,12/13/2021,牛乳,牛乳,206
255,12/13/2021,厚揚げとチンゲンサイのみそ炒め,豚肉赤身ミンチ,15
256,12/13/2021,厚揚げとチンゲンサイのみそ炒め,清酒,2
257,12/13/2021,厚揚げとチンゲンサイのみそ炒め,生姜,0.6
258,12/13/2021,厚揚げとチンゲンサイのみそ炒め,にんにく　,0.2
259,12/13/2021,厚揚げとチンゲンサイのみそ炒め,（冷）厚揚げ（カット）１㎏,50
260,12/13/2021,厚揚げとチンゲンサイのみそ炒め,玉葱,40
261,12/13/2021,厚揚げとチンゲンサイのみそ炒め,チンゲンサイ,20
262,12/13/2021,厚揚げとチンゲンサイのみそ炒め,人参,10
263,12/13/2021,厚揚げとチンゲンサイのみそ炒め,たけのこ水煮（ホール）,8
264,12/13/2021,厚揚げとチンゲンサイのみそ炒め,生しいたけ（スライス）県産・１kg,2
265,12/13/2021,厚揚げとチンゲンサイのみそ炒め,ごま油,0.8
266,12/13/2021,厚揚げとチンゲンサイのみそ炒め,赤みそ,3
267,12/13/2021,厚揚げとチンゲンサイのみそ炒め,しょうゆ,2.2
268,12/13/2021,厚揚げとチンゲンサイのみそ炒め,中双糖,2
269,12/13/2021,厚揚げとチンゲンサイのみそ炒め,チキンコンソメ,0.6
270,12/13/2021,厚揚げとチンゲンサイのみそ炒め,でんぷん,1
271,12/13/2021,厚揚げとチンゲンサイのみそ炒め,豆板醤,0.03
272,12/13/2021,厚揚げとチンゲンサイのみそ炒め,湯,20
273,12/13/2021,ちりめんあえ,上乾ちりめん,5
274,12/13/2021,ちりめんあえ,小松菜,25
275,12/13/2021,ちりめんあえ,もやし,40
276,12/13/2021,ちりめんあえ,しょうゆ,2.3
277,12/13/2021,ちりめんあえ,ポン酢,0.7
278,12/13/2021,チーズ,チーズ（鉄強化）１５ｇ,15
279,12/14/2021,コッペパン,コッペパン,60
280,12/14/2021,牛乳,牛乳,206
281,12/14/2021,フライドチキン,鶏肉　胸・皮なし（２×２）,30
282,12/14/2021,フライドチキン,鶏肉　もも・皮なし（２×２）,20
283,12/14/2021,フライドチキン,食塩,0.3
284,12/14/2021,フライドチキン,こしょう,0.03
285,12/14/2021,フライドチキン,白ぶどう酒,1
286,12/14/2021,フライドチキン,にんにく　,0.8
287,12/14/2021,フライドチキン,生姜,0.8
288,12/14/2021,フライドチキン,コーンミール,3
289,12/14/2021,フライドチキン,でんぷん,4
290,12/14/2021,フライドチキン,食用油,5
291,12/14/2021,チョップドサラダ,（レト）まぐろ油漬,5
292,12/14/2021,チョップドサラダ,マカロニ（シエル）,5
293,12/14/2021,チョップドサラダ,人参,10
294,12/14/2021,チョップドサラダ,キャベツ,13
295,12/14/2021,チョップドサラダ,きゅうり,15
296,12/14/2021,チョップドサラダ,セロリー,2
297,12/14/2021,チョップドサラダ,食酢,1.5
298,12/14/2021,チョップドサラダ,（冷）レモン果汁　県産・500g,1
299,12/14/2021,チョップドサラダ,サラダ油,1
300,12/14/2021,チョップドサラダ,上白糖,1.2
301,12/14/2021,チョップドサラダ,食塩,0.3
302,12/14/2021,チョップドサラダ,こしょう,0.03
303,12/14/2021,かぼちゃのスープ,（冷）皮付きかぼちゃ（１．５㎝）,50
304,12/14/2021,かぼちゃのスープ,玉葱,20
305,12/14/2021,かぼちゃのスープ,ベーコン（短冊）,5
306,12/14/2021,かぼちゃのスープ,パセリ,0.5
307,12/14/2021,かぼちゃのスープ,バター,2
308,12/14/2021,かぼちゃのスープ,調理用牛乳,30
309,12/14/2021,かぼちゃのスープ,チキンコンソメ,0.5
310,12/14/2021,かぼちゃのスープ,食塩,0.4
311,12/14/2021,かぼちゃのスープ,こしょう,0.03
312,12/14/2021,かぼちゃのスープ,生クリーム,5
313,12/14/2021,かぼちゃのスープ,湯,70
314,12/15/2021,麦ごはん,精白米（委託）,70
315,12/15/2021,麦ごはん,米粒麦　委託　,7
316,12/15/2021,牛乳,牛乳,206
317,12/15/2021,さばのみぞれ煮,（冷）さばのみぞれ煮,50
318,12/15/2021,野菜のポン酢あえ,小松菜,20
319,12/15/2021,野菜のポン酢あえ,もやし,20
320,12/15/2021,野菜のポン酢あえ,キャベツ,20
321,12/15/2021,野菜のポン酢あえ,炒り白ごま,1
322,12/15/2021,野菜のポン酢あえ,しょうゆ,2.5
323,12/15/2021,野菜のポン酢あえ,ポン酢,1.5
324,12/15/2021,すいとん汁,（冷）すいとん,25
325,12/15/2021,すいとん汁,油揚げ,5
326,12/15/2021,すいとん汁,大根,30
327,12/15/2021,すいとん汁,人参,8
328,12/15/2021,すいとん汁,しめじ,5
329,12/15/2021,すいとん汁,中ねぎ,5
330,12/15/2021,すいとん汁,中みそ,6
331,12/15/2021,すいとん汁,白みそ,5
332,12/15/2021,すいとん汁,煮干し　だし用,4
333,12/15/2021,すいとん汁,湯,105
334,12/15/2021,みかん,みかん,80
335,12/16/2021,中華風炊き込みごはん（麦入り）,精白米（自校）,59
336,12/16/2021,中華風炊き込みごはん（麦入り）,米粒麦　自校,6
337,12/16/2021,中華風炊き込みごはん（麦入り）,焼き豚（１㎝角切り）,15
338,12/16/2021,中華風炊き込みごはん（麦入り）,たけのこ水煮（ホール）,10
339,12/16/2021,中華風炊き込みごはん（麦入り）,人参,5
340,12/16/2021,中華風炊き込みごはん（麦入り）,（冷）むき枝豆　１㎏,5
341,12/16/2021,中華風炊き込みごはん（麦入り）,中ねぎ,5
342,12/16/2021,中華風炊き込みごはん（麦入り）,干ししいたけ（スライス）,0.5
343,12/16/2021,中華風炊き込みごはん（麦入り）,ごま油,1
344,12/16/2021,中華風炊き込みごはん（麦入り）,清酒,4
345,12/16/2021,中華風炊き込みごはん（麦入り）,しょうゆ,4
346,12/16/2021,中華風炊き込みごはん（麦入り）,上白糖,0.8
347,12/16/2021,中華風炊き込みごはん（麦入り）,食塩,0.4
348,12/16/2021,牛乳,牛乳,206
349,12/16/2021,ビーフンサラダ,ロースハム（短冊）卵抜き,7
350,12/16/2021,ビーフンサラダ,ビーフン,5
351,12/16/2021,ビーフンサラダ,もやし,25
352,12/16/2021,ビーフンサラダ,チンゲンサイ,15
353,12/16/2021,ビーフンサラダ,人参,8
354,12/16/2021,ビーフンサラダ,しょうゆ,2.5
355,12/16/2021,ビーフンサラダ,食酢,2.5
356,12/16/2021,ビーフンサラダ,上白糖,1.3
357,12/16/2021,ビーフンサラダ,ごま油,1
358,12/16/2021,ビーフンサラダ,からし粉,0.06
359,12/16/2021,ロメインレタスとうずら卵のスープ,ロースハム（短冊）卵抜き,7
360,12/16/2021,ロメインレタスとうずら卵のスープ,ビーフン,5
361,12/16/2021,ロメインレタスとうずら卵のスープ,もやし,25
362,12/16/2021,ロメインレタスとうずら卵のスープ,チンゲンサイ,15
363,12/16/2021,ロメインレタスとうずら卵のスープ,人参,8
364,12/16/2021,ロメインレタスとうずら卵のスープ,しょうゆ,2.5
365,12/16/2021,ロメインレタスとうずら卵のスープ,食酢,2.5
366,12/16/2021,ロメインレタスとうずら卵のスープ,上白糖,1.3
367,12/16/2021,ロメインレタスとうずら卵のスープ,ごま油,1
368,12/16/2021,ロメインレタスとうずら卵のスープ,からし粉,0.06
369,12/16/2021,黒豆とナッツ,（袋）黒豆とナッツ,10
370,12/17/2021,麦ごはん,精白米（委託）,70
371,12/17/2021,麦ごはん,米粒麦　委託,7
372,12/17/2021,牛乳,牛乳,206
373,12/17/2021,煮しめ,鶏肉　胸・皮なし（２×２㎝）,21
374,12/17/2021,煮しめ,鶏肉　もも・皮なし（２×２㎝）,14
375,12/17/2021,煮しめ,清酒,1
376,12/17/2021,煮しめ,板こんにゃく,25
377,12/17/2021,煮しめ,洗いごぼう,25
378,12/17/2021,煮しめ,大根,20
379,12/17/2021,煮しめ,れんこん（いちょう５㎜）,20
380,12/17/2021,煮しめ,金時人参,10
381,12/17/2021,煮しめ,（冷）さやいんげん　５００ｇ,8
382,12/17/2021,煮しめ,干ししいたけ（スライス）,0.8
383,12/17/2021,煮しめ,ごま油,1.5
384,12/17/2021,煮しめ,しょうゆ,3.5
385,12/17/2021,煮しめ,中双糖,2.5
386,12/17/2021,煮しめ,でんぷん,0.7
387,12/17/2021,煮しめ,水,6
388,12/17/2021,食べて菜のゆず香あえ,（レト）まぐろ油漬,8
389,12/17/2021,食べて菜のゆず香あえ,食べて菜,25
390,12/17/2021,食べて菜のゆず香あえ,もやし,20
391,12/17/2021,食べて菜のゆず香あえ,キャベツ,15
392,12/17/2021,食べて菜のゆず香あえ,しょうゆ,2.3
393,12/17/2021,食べて菜のゆず香あえ,ゆず酢,1.7
394,12/17/2021,食べて菜のゆず香あえ,上白糖,1.1
395,12/17/2021,田作り,かえり,6
396,12/17/2021,田作り,炒り白ごま,1
397,12/17/2021,田作り,上白糖,0.7
398,12/17/2021,田作り,しょうゆ,0.35
399,12/17/2021,田作り,みりん,0.9
400,12/17/2021,田作り,水,0.7
401,12/17/2021,さつまいもと栗のタルト（中のみ）,冷）お米のさつまいもと栗のタルト,30
402,12/20/2021,大豆ごはん（麦入り）,精白米（自校）,59
403,12/20/2021,大豆ごはん（麦入り）,米粒麦　自校,6
404,12/20/2021,大豆ごはん（麦入り）,牛肉（２×２㎝スライス）,15
405,12/20/2021,大豆ごはん（麦入り）,（冷）大豆水煮,12
406,12/20/2021,大豆ごはん（麦入り）,油揚げ,3
407,12/20/2021,大豆ごはん（麦入り）,人参,5
408,12/20/2021,大豆ごはん（麦入り）,（冷）むき枝豆　１㎏,5
409,12/20/2021,大豆ごはん（麦入り）,サラダ油,0.8
410,12/20/2021,大豆ごはん（麦入り）,清酒,2
411,12/20/2021,大豆ごはん（麦入り）,しょうゆ,2
412,12/20/2021,大豆ごはん（麦入り）,上白糖,0.5
413,12/20/2021,大豆ごはん（麦入り）,食塩,0.5
414,12/20/2021,牛乳,牛乳,206
415,12/20/2021,大根のそぼろ煮,鶏肉　ひき肉,15
416,12/20/2021,大根のそぼろ煮,大根,80
417,12/20/2021,大根のそぼろ煮,人参,10
418,12/20/2021,大根のそぼろ煮,（冷）グリンピース,5
419,12/20/2021,大根のそぼろ煮,生姜,0.5
420,12/20/2021,大根のそぼろ煮,サラダ油,0.5
421,12/20/2021,大根のそぼろ煮,しょうゆ,3
422,12/20/2021,大根のそぼろ煮,上白糖,1.7
423,12/20/2021,大根のそぼろ煮,清酒,1
424,12/20/2021,大根のそぼろ煮,みりん,1
425,12/20/2021,大根のそぼろ煮,でんぷん,0.5
426,12/20/2021,大根のそぼろ煮,だし汁,10
427,12/20/2021,かぼちゃのみそ汁,油揚げ,5
428,12/20/2021,かぼちゃのみそ汁,（生）かぼちゃ（２×２㎝）,25
429,12/20/2021,かぼちゃのみそ汁,玉葱,25
430,12/20/2021,かぼちゃのみそ汁,中ねぎ,7
431,12/20/2021,かぼちゃのみそ汁,中みそ,6
432,12/20/2021,かぼちゃのみそ汁,白みそ,5
433,12/20/2021,かぼちゃのみそ汁,煮干し　だし用,4
434,12/20/2021,かぼちゃのみそ汁,水,120
435,12/21/2021,コッペパン,コッペパン,60
436,12/21/2021,牛乳,牛乳,206
437,12/21/2021,白菜のクリーム煮,鶏肉　胸・皮なし（２×２㎝）,12
438,12/21/2021,白菜のクリーム煮,鶏肉　もも・皮なし（２×２㎝）,8
439,12/21/2021,白菜のクリーム煮,白ぶどう酒,1
440,12/21/2021,白菜のクリーム煮,ベーコン（短冊）,5
441,12/21/2021,白菜のクリーム煮,白菜,40
442,12/21/2021,白菜のクリーム煮,玉葱,40
443,12/21/2021,白菜のクリーム煮,じゃがいも,30
444,12/21/2021,白菜のクリーム煮,エリンギ（１×３×０．３㎝）県産,10
445,12/21/2021,白菜のクリーム煮,人参,7
446,12/21/2021,白菜のクリーム煮,サラダ油,0.5
447,12/21/2021,白菜のクリーム煮,小麦粉,3.5
448,12/21/2021,白菜のクリーム煮,サラダ油,2
449,12/21/2021,白菜のクリーム煮,バター,1
450,12/21/2021,白菜のクリーム煮,（袋）がらスープ,3
451,12/21/2021,白菜のクリーム煮,チキンコンソメ,0.5
452,12/21/2021,白菜のクリーム煮,食塩,0.4
453,12/21/2021,白菜のクリーム煮,こしょう,0.02
454,12/21/2021,白菜のクリーム煮,調理用牛乳,25
455,12/21/2021,白菜のクリーム煮,生クリーム,2
