#LINK,,,,
#lang,ja,,,
#attribution_name,高松市,,,
#license,http://creativecommons.org/licenses/by/3.0/deed.ja,,,
#file_name,0084,,,
#download_from,https://opendata.smartcity-takamatsu.jp/ckan/dataset/menu_Information,,,
#property,lunchDay,menuName,foodName,quantity
#object_type_xsd,string,string,string,string
#property_context,Assertion,Assertion,Assertion,Assertion
44,1/11/2023,カラフルサラダ,キャベツ,20
45,1/11/2023,カラフルサラダ,人参,5
46,1/11/2023,カラフルサラダ,（缶）ホールコーン,5
47,1/11/2023,カラフルサラダ,食酢,3
48,1/11/2023,カラフルサラダ,サラダ油,1.2
49,1/11/2023,カラフルサラダ,上白糖,0.8
50,1/11/2023,カラフルサラダ,食塩,0.4
51,1/11/2023,カラフルサラダ,こしょう,0.03
52,1/11/2023,りんご,りんご,50
53,1/11/2023,チーズ,（個）キャンディチーズ鉄強化,15
54,1/12/2023,麦ごはん,精白米（委託）,70
55,1/12/2023,麦ごはん,米粒麦　委託　,7
56,1/12/2023,ふりかけ,（個）大豆ふりかけ,2.5
57,1/12/2023,牛乳,牛乳,206
58,1/12/2023,さけのたつたあげ,（冷）鮭2㎝角切・骨なし,50
59,1/12/2023,さけのたつたあげ,生姜,1
60,1/12/2023,さけのたつたあげ,清酒,2
61,1/12/2023,さけのたつたあげ,濃口しょうゆ,1
62,1/12/2023,さけのたつたあげ,食塩,0.1
63,1/12/2023,さけのたつたあげ,米粉,4
64,1/12/2023,さけのたつたあげ,でんぷん,3
65,1/12/2023,さけのたつたあげ,なたね油,5
66,1/12/2023,切りぼし大根のあえもの,きゅうり,25
67,1/12/2023,切りぼし大根のあえもの,切干し大根,5.5
68,1/12/2023,切りぼし大根のあえもの,人参,7
69,1/12/2023,切りぼし大根のあえもの,（乾）刻み昆布,0.5
70,1/12/2023,切りぼし大根のあえもの,食酢,2.5
71,1/12/2023,切りぼし大根のあえもの,濃口しょうゆ,2
72,1/12/2023,切りぼし大根のあえもの,上白糖,1.2
73,1/12/2023,切りぼし大根のあえもの,ごま油,0.7
74,1/12/2023,七草汁,鶏卵,20
75,1/12/2023,七草汁,大根,5
76,1/12/2023,七草汁,中かぶ,5
77,1/12/2023,七草汁,人参,5
78,1/12/2023,七草汁,小松菜,5
79,1/12/2023,七草汁,水菜,5
80,1/12/2023,七草汁,白菜,5
81,1/12/2023,七草汁,中ねぎ,5
82,1/12/2023,七草汁,濃口しょうゆ,1
83,1/12/2023,七草汁,食塩,0.5
84,1/12/2023,七草汁,でんぷん,0.5
85,1/12/2023,七草汁,削り節　だし用,3
86,1/12/2023,七草汁,出し昆布,0.5
87,1/12/2023,七草汁,水,110
88,1/13/2023,黒豆ごはん,精白米（自校）,70
89,1/13/2023,黒豆ごはん,もち米,10
90,1/13/2023,黒豆ごはん,炒り黒豆,9
91,1/13/2023,黒豆ごはん,清酒,2
92,1/13/2023,黒豆ごはん,食塩,0.8
93,1/13/2023,牛乳,牛乳,206
94,1/13/2023,れんこんのきんぴら,鶏肉胸・皮なし（2×2㎝）,9
95,1/13/2023,れんこんのきんぴら,鶏肉もも・皮なし（2×2㎝）,6
96,1/13/2023,れんこんのきんぴら,れんこん（いちょう5㎜）,20
97,1/13/2023,れんこんのきんぴら,つきこんにゃく,10
98,1/13/2023,れんこんのきんぴら,洗いごぼう,10
99,1/13/2023,れんこんのきんぴら,人参,7
100,1/13/2023,れんこんのきんぴら,（冷）さやいんげん,6
101,1/13/2023,れんこんのきんぴら,ごま油,2
102,1/13/2023,れんこんのきんぴら,濃口しょうゆ,3.5
103,1/13/2023,れんこんのきんぴら,三温糖,1.2
104,1/13/2023,れんこんのきんぴら,みりん,1
105,1/13/2023,れんこんのきんぴら,炒り白ごま,1
106,1/13/2023,れんこんのきんぴら,一味,0.01
107,1/13/2023,れんこんのきんぴら,湯,5
108,1/13/2023,うちこみ汁,油揚げ,5
109,1/13/2023,うちこみ汁,生うどん　さぬきの夢2009,15
110,1/13/2023,うちこみ汁,大根,15
111,1/13/2023,うちこみ汁,金時人参,8
112,1/13/2023,うちこみ汁,中ねぎ,5
113,1/13/2023,うちこみ汁,生しいたけ（スライス）,5
114,1/13/2023,うちこみ汁,中みそ,5
115,1/13/2023,うちこみ汁,白みそ,4
116,1/13/2023,うちこみ汁,煮干し　だし用,4
117,1/13/2023,うちこみ汁,水,150
118,1/16/2023,根菜カレーライス（麦ごはん）,精白米（委託）,70
119,1/16/2023,根菜カレーライス（麦ごはん）,米粒麦　委託　,7
120,1/16/2023,根菜カレーライス（麦ごはん）,豚肉赤身(3×3㎝スライス),25
121,1/16/2023,根菜カレーライス（麦ごはん）,玉葱,40
122,1/16/2023,根菜カレーライス（麦ごはん）,じゃがいも,30
123,1/16/2023,根菜カレーライス（麦ごはん）,人参,15
124,1/16/2023,根菜カレーライス（麦ごはん）,れんこん（いちょう5㎜）,15
125,1/16/2023,根菜カレーライス（麦ごはん）,洗いごぼう,10
126,1/16/2023,根菜カレーライス（麦ごはん）,セロリ,5
127,1/16/2023,根菜カレーライス（麦ごはん）,にんにく　,0.5
128,1/16/2023,根菜カレーライス（麦ごはん）,生姜,0.5
129,1/16/2023,根菜カレーライス（麦ごはん）,サラダ油,1
130,1/16/2023,根菜カレーライス（麦ごはん）,小麦粉,6
131,1/16/2023,根菜カレーライス（麦ごはん）,カレー粉,1
132,1/16/2023,根菜カレーライス（麦ごはん）,サラダ油,4
133,1/16/2023,根菜カレーライス（麦ごはん）,（レト）がらスープ,4
134,1/16/2023,根菜カレーライス（麦ごはん）,トマトケチャップ,2
135,1/16/2023,根菜カレーライス（麦ごはん）,ウスターソース,1.3
136,1/16/2023,根菜カレーライス（麦ごはん）,とんかつソース,1
137,1/16/2023,根菜カレーライス（麦ごはん）,濃口しょうゆ,1
138,1/16/2023,根菜カレーライス（麦ごはん）,チャツネ,1
139,1/16/2023,根菜カレーライス（麦ごはん）,赤ぶどう酒,1
140,1/16/2023,根菜カレーライス（麦ごはん）,食塩,0.6
141,1/16/2023,根菜カレーライス（麦ごはん）,こしょう,0.04
142,1/16/2023,根菜カレーライス（麦ごはん）,チキンコンソメ,0.4
143,1/16/2023,根菜カレーライス（麦ごはん）,湯,80
144,1/16/2023,牛乳,牛乳,206
145,1/16/2023,レタスとちりめんのサラダ,上乾ちりめん,2
146,1/16/2023,レタスとちりめんのサラダ,大根,35
147,1/16/2023,レタスとちりめんのサラダ,レタス　,25
148,1/16/2023,レタスとちりめんのサラダ,人参,5
149,1/16/2023,レタスとちりめんのサラダ,（缶）ホールコーン,5
150,1/16/2023,レタスとちりめんのサラダ,濃口しょうゆ,2.5
151,1/16/2023,レタスとちりめんのサラダ,食酢,1.8
152,1/16/2023,レタスとちりめんのサラダ,上白糖,1.2
153,1/16/2023,レタスとちりめんのサラダ,サラダ油,0.6
154,1/16/2023,レタスとちりめんのサラダ,ごま油,0.6
155,1/16/2023,ヨーグルト,（個）ヨーグルト,70
156,1/17/2023,コッペパン,コッペパン（丸型）,60
157,1/17/2023,牛乳,牛乳,206
158,1/17/2023,とりからあげのはちみつレモンソースかけ,鶏肉胸・皮なし（2×2㎝）,30
159,1/17/2023,とりからあげのはちみつレモンソースかけ,鶏肉もも・皮なし（2×2㎝）,20
160,1/17/2023,とりからあげのはちみつレモンソースかけ,清酒,1
161,1/17/2023,とりからあげのはちみつレモンソースかけ,でんぷん,6
162,1/17/2023,とりからあげのはちみつレモンソースかけ,なたね油,5
163,1/17/2023,とりからあげのはちみつレモンソースかけ,（冷）レモン果汁,5
164,1/17/2023,とりからあげのはちみつレモンソースかけ,上白糖,0.7
165,1/17/2023,とりからあげのはちみつレモンソースかけ,はちみつ,4
166,1/17/2023,とりからあげのはちみつレモンソースかけ,濃口しょうゆ,3
167,1/17/2023,とりからあげのはちみつレモンソースかけ,みりん,1
168,1/17/2023,とりからあげのはちみつレモンソースかけ,水,2
169,1/17/2023,ほうれん草のサラダ,ほうれん草,25
170,1/17/2023,ほうれん草のサラダ,キャベツ,20
171,1/17/2023,ほうれん草のサラダ,（缶）ホールコーン,7
172,1/17/2023,ほうれん草のサラダ,濃口しょうゆ,2.5
173,1/17/2023,ほうれん草のサラダ,食酢,2
174,1/17/2023,ほうれん草のサラダ,上白糖,1.2
175,1/17/2023,ほうれん草のサラダ,ごま油,1
176,1/17/2023,うずら卵と青梗菜のスープ,（レト）うずら卵,25
177,1/17/2023,うずら卵と青梗菜のスープ,玉葱,20
178,1/17/2023,うずら卵と青梗菜のスープ,チンゲンサイ,15
179,1/17/2023,うずら卵と青梗菜のスープ,人参,7
180,1/17/2023,うずら卵と青梗菜のスープ,えのきたけ,7
181,1/17/2023,うずら卵と青梗菜のスープ,（レト）がらスープ,4
182,1/17/2023,うずら卵と青梗菜のスープ,濃口しょうゆ,0.5
183,1/17/2023,うずら卵と青梗菜のスープ,食塩,0.4
184,1/17/2023,うずら卵と青梗菜のスープ,こしょう,0.03
185,1/17/2023,うずら卵と青梗菜のスープ,チキンコンソメ,0.3
186,1/17/2023,うずら卵と青梗菜のスープ,湯,120
187,1/18/2023,焼肉ピラフ,精白米（自校）,65
188,1/18/2023,焼肉ピラフ,鉄強化米,0.3
189,1/18/2023,焼肉ピラフ,牛赤肉（3×3㎝スライス）,25
190,1/18/2023,焼肉ピラフ,生姜,0.7
191,1/18/2023,焼肉ピラフ,にんにく　,0.5
192,1/18/2023,焼肉ピラフ,玉葱,10
193,1/18/2023,焼肉ピラフ,人参,7
194,1/18/2023,焼肉ピラフ,（冷）むき枝豆,5
195,1/18/2023,焼肉ピラフ,サラダ油,0.5
196,1/18/2023,焼肉ピラフ,濃口しょうゆ,2
197,1/18/2023,焼肉ピラフ,上白糖,1.3
198,1/18/2023,焼肉ピラフ,清酒,1
199,1/18/2023,焼肉ピラフ,チキンコンソメ,0.5
200,1/18/2023,焼肉ピラフ,食塩,0.5
201,1/18/2023,牛乳,牛乳,206
202,1/18/2023,チョレギサラダ,もやし,30
203,1/18/2023,チョレギサラダ,小松菜,25
204,1/18/2023,チョレギサラダ,人参,5
205,1/18/2023,チョレギサラダ,食酢,1.5
206,1/18/2023,チョレギサラダ,濃口しょうゆ,1
207,1/18/2023,チョレギサラダ,ごま油,0.7
208,1/18/2023,チョレギサラダ,上白糖,0.5
209,1/18/2023,チョレギサラダ,食塩,0.15
210,1/18/2023,チョレギサラダ,にんにく　,0.1
211,1/18/2023,チョレギサラダ,炒り白ごま,1
212,1/18/2023,チョレギサラダ,味付けもみのり,1
213,1/18/2023,トック入りわかめスープ,ロースハム（短冊）卵抜き,5
214,1/18/2023,トック入りわかめスープ,トック　国産米使用,20
215,1/18/2023,トック入りわかめスープ,玉葱,20
216,1/18/2023,トック入りわかめスープ,中ねぎ,3
217,1/18/2023,トック入りわかめスープ,干しわかめ（カット）,0.8
218,1/18/2023,トック入りわかめスープ,サラダ油,0.5
219,1/18/2023,トック入りわかめスープ,（レト）がらスープ,4
220,1/18/2023,トック入りわかめスープ,濃口しょうゆ,0.8
221,1/18/2023,トック入りわかめスープ,食塩,0.5
222,1/18/2023,トック入りわかめスープ,こしょう,0.03
223,1/18/2023,トック入りわかめスープ,チキンコンソメ,0.5
224,1/18/2023,トック入りわかめスープ,ごま油,0.2
225,1/18/2023,トック入りわかめスープ,湯,140
226,1/18/2023,ココアワッフル,(個)ココアワッフル　鉄分強化,28
227,1/19/2023,麦ごはん,精白米（委託）,70
228,1/19/2023,麦ごはん,米粒麦　委託　,7
229,1/19/2023,牛乳,牛乳,206
230,1/19/2023,さばのゆずみそ煮,（冷）さばのゆずみそ煮,50
231,1/19/2023,いも煮,（冷）里いも,25
232,1/19/2023,いも煮,牛赤肉（2×2㎝スライス）,10
233,1/19/2023,いも煮,大根,15
234,1/19/2023,いも煮,洗いごぼう,7
235,1/19/2023,いも煮,人参,7
236,1/19/2023,いも煮,つきこんにゃく,7
237,1/19/2023,いも煮,生しいたけ（スライス）,5
238,1/19/2023,いも煮,太ねぎ,7
239,1/19/2023,いも煮,濃口しょうゆ,1.5
240,1/19/2023,いも煮,食塩,0.4
241,1/19/2023,いも煮,みりん,2
242,1/19/2023,いも煮,削り節　だし用,3
243,1/19/2023,いも煮,出し昆布,0.5
244,1/19/2023,いも煮,水,70
245,1/19/2023,くきわかめのあえもの,大根,25
246,1/19/2023,くきわかめのあえもの,きゅうり,15
247,1/19/2023,くきわかめのあえもの,人参,7
248,1/19/2023,くきわかめのあえもの,（乾）茎わかめ（カット）,0.6
249,1/19/2023,くきわかめのあえもの,食酢,2.5
250,1/19/2023,くきわかめのあえもの,濃口しょうゆ,2.5
251,1/19/2023,くきわかめのあえもの,上白糖,1.2
252,1/19/2023,くきわかめのあえもの,ごま油,0.8
253,1/20/2023,金時にんじんのピラフ（麦入り）,精白米（自校）,59
254,1/20/2023,金時にんじんのピラフ（麦入り）,米粒麦　自校,6
255,1/20/2023,金時にんじんのピラフ（麦入り）,鉄強化米,0.3
256,1/20/2023,金時にんじんのピラフ（麦入り）,(冷)鶏肉胸・皮なし(1×1㎝),9
257,1/20/2023,金時にんじんのピラフ（麦入り）,(冷)鶏肉もも・皮なし(1×1㎝),6
258,1/20/2023,金時にんじんのピラフ（麦入り）,白ぶどう酒,1
259,1/20/2023,金時にんじんのピラフ（麦入り）,ベーコン（短冊）,5
260,1/20/2023,金時にんじんのピラフ（麦入り）,玉葱,10
261,1/20/2023,金時にんじんのピラフ（麦入り）,金時人参,10
262,1/20/2023,金時にんじんのピラフ（麦入り）,（冷）むき枝豆,5
263,1/20/2023,金時にんじんのピラフ（麦入り）,にんにく　,0.2
264,1/20/2023,金時にんじんのピラフ（麦入り）,サラダ油,2
265,1/20/2023,金時にんじんのピラフ（麦入り）,チキンコンソメ,0.5
266,1/20/2023,金時にんじんのピラフ（麦入り）,食塩,0.5
267,1/20/2023,金時にんじんのピラフ（麦入り）,こしょう,0.03
268,1/20/2023,牛乳,牛乳,206
269,1/20/2023,ひじきとチーズのサラダ,（レト）まぐろ油漬,13
270,1/20/2023,ひじきとチーズのサラダ,キャベツ,25
271,1/20/2023,ひじきとチーズのサラダ,人参,10
272,1/20/2023,ひじきとチーズのサラダ,ダイスチーズ（4㎜角）,5
273,1/20/2023,ひじきとチーズのサラダ,（乾）ひじき,1.2
274,1/20/2023,ひじきとチーズのサラダ,（冷）レモン果汁,2
275,1/20/2023,ひじきとチーズのサラダ,サラダ油,2
276,1/20/2023,ひじきとチーズのサラダ,濃口しょうゆ,2
277,1/20/2023,ひじきとチーズのサラダ,上白糖,0.5
278,1/20/2023,ひじきとチーズのサラダ,こしょう,0.02
279,1/20/2023,らりるれレタスのコンソメスープ,ロースハム（短冊）卵抜き,5
280,1/20/2023,らりるれレタスのコンソメスープ,玉葱,20
281,1/20/2023,らりるれレタスのコンソメスープ,マカロニ（シエル）,5
282,1/20/2023,らりるれレタスのコンソメスープ,じゃがいも,20
283,1/20/2023,らりるれレタスのコンソメスープ,レタス　,20
284,1/20/2023,らりるれレタスのコンソメスープ,セロリ,3
285,1/20/2023,らりるれレタスのコンソメスープ,ローリエ,0.1
286,1/20/2023,らりるれレタスのコンソメスープ,（レト）がらスープ,4
287,1/20/2023,らりるれレタスのコンソメスープ,チキンコンソメ,0.6
288,1/20/2023,らりるれレタスのコンソメスープ,食塩,0.3
289,1/20/2023,らりるれレタスのコンソメスープ,こしょう,0.03
290,1/20/2023,らりるれレタスのコンソメスープ,濃口しょうゆ,0.3
291,1/20/2023,らりるれレタスのコンソメスープ,湯,120
292,1/20/2023,豆乳プリンタルト,（個）国産豆乳プリンタルト,25
293,1/23/2023,セルフハンバーガー,コッペパン（丸型）,60
294,1/23/2023,セルフハンバーガー,(冷)ハンバーグ鉄強化・減塩　ボイル用,60
295,1/23/2023,セルフハンバーガー,キャベツ,35
296,1/23/2023,セルフハンバーガー,人参,10
297,1/23/2023,セルフハンバーガー,（個）トマトケチャップ　,8
298,1/23/2023,セルフハンバーガー,(個)ケチャップ＆マスタード,8
299,1/23/2023,牛乳,牛乳,206
300,1/23/2023,コーンチャウダー,ベーコン（短冊）,8
301,1/23/2023,コーンチャウダー,じゃがいも,30
302,1/23/2023,コーンチャウダー,玉葱,30
303,1/23/2023,コーンチャウダー,（缶）ホールコーン,20
304,1/23/2023,コーンチャウダー,（冷）白いんげん豆ペースト,15
305,1/23/2023,コーンチャウダー,人参,5
306,1/23/2023,コーンチャウダー,パセリ,0.3
307,1/23/2023,コーンチャウダー,バター,0.5
308,1/23/2023,コーンチャウダー,（レト）がらスープ,4
309,1/23/2023,コーンチャウダー,チキンコンソメ,0.6
310,1/23/2023,コーンチャウダー,食塩,0.5
311,1/23/2023,コーンチャウダー,こしょう,0.05
312,1/23/2023,コーンチャウダー,コーンスターチ,1
313,1/23/2023,コーンチャウダー,調理用牛乳,30
314,1/23/2023,コーンチャウダー,湯,50
315,1/23/2023,チーズ,(個)スライスチーズ(鉄・Ca強化),20
316,1/24/2023,いりこめし,精白米（自校）,65
317,1/24/2023,いりこめし,かえり,3
318,1/24/2023,いりこめし,油揚げ,5
319,1/24/2023,いりこめし,つきこんにゃく,10
320,1/24/2023,いりこめし,洗いごぼう,7
321,1/24/2023,いりこめし,人参,5
322,1/24/2023,いりこめし,（冷）むき枝豆,5
323,1/24/2023,いりこめし,濃口しょうゆ,4
324,1/24/2023,いりこめし,清酒,1.5
325,1/24/2023,いりこめし,みりん,0.5
326,1/24/2023,いりこめし,食塩,0.4
327,1/24/2023,いりこめし,出し昆布,1
328,1/24/2023,牛乳,牛乳,206
329,1/24/2023,まんばのけんちゃん,てんぷら,10
330,1/24/2023,まんばのけんちゃん,豆腐,30
331,1/24/2023,まんばのけんちゃん,まんば,40
332,1/24/2023,まんばのけんちゃん,サラダ油,0.8
333,1/24/2023,まんばのけんちゃん,濃口しょうゆ,2
334,1/24/2023,まんばのけんちゃん,みりん,0.5
335,1/24/2023,まんばのけんちゃん,ごま油,0.2
336,1/24/2023,まんばのけんちゃん,だし汁,10
337,1/24/2023,金時汁,油揚げ,5
338,1/24/2023,金時汁,さつまいも（2㎝角）,30
339,1/24/2023,金時汁,金時人参,10
340,1/24/2023,金時汁,中ねぎ,5
341,1/24/2023,金時汁,干しわかめ（カット）,0.5
342,1/24/2023,金時汁,中みそ,6
343,1/24/2023,金時汁,白みそ,5
344,1/24/2023,金時汁,煮干し　だし用,4
345,1/24/2023,金時汁,水,125
346,1/24/2023,わさんぼんとう,（個）和三盆糖,3
347,1/25/2023,麦ごはん,精白米（委託）,70
348,1/25/2023,麦ごはん,米粒麦　委託　,7
349,1/25/2023,味つけのり,（個）味付けのり（5枚）,2.5
350,1/25/2023,牛乳,牛乳,206
351,1/25/2023,かたくちいわしのからあげ,（冷）かたくちいわし澱粉付き,35
352,1/25/2023,かたくちいわしのからあげ,なたね油,4
353,1/25/2023,かたくちいわしのからあげ,食塩,0.1
354,1/25/2023,食べて菜のゆず香あえ,ロースハム（短冊）卵抜き,5
355,1/25/2023,食べて菜のゆず香あえ,食べて菜,30
356,1/25/2023,食べて菜のゆず香あえ,キャベツ,15
357,1/25/2023,食べて菜のゆず香あえ,もやし,15
358,1/25/2023,食べて菜のゆず香あえ,（乾）刻み昆布,0.5
359,1/25/2023,食べて菜のゆず香あえ,濃口しょうゆ,2.3
360,1/25/2023,食べて菜のゆず香あえ,ゆず酢,1.7
361,1/25/2023,食べて菜のゆず香あえ,上白糖,1.1
362,1/25/2023,あんもちぞう煮,（冷）あん入り白玉,30
363,1/25/2023,あんもちぞう煮,大根,25
364,1/25/2023,あんもちぞう煮,金時人参,7
365,1/25/2023,あんもちぞう煮,中ねぎ,5
366,1/25/2023,あんもちぞう煮,白みそ,6
367,1/25/2023,あんもちぞう煮,中みそ,5
368,1/25/2023,あんもちぞう煮,煮干し　だし用,4
369,1/25/2023,あんもちぞう煮,水,120
370,1/26/2023,ごはん,精白米（自校）,80
371,1/26/2023,ごはん,鉄強化米,0.3
372,1/26/2023,牛乳,牛乳,206
373,1/26/2023,ホイコーロー,豚肉赤身(3×3㎝スライス),40
374,1/26/2023,ホイコーロー,清酒,1
375,1/26/2023,ホイコーロー,濃口しょうゆ,1
376,1/26/2023,ホイコーロー,キャベツ,40
377,1/26/2023,ホイコーロー,玉葱,35
378,1/26/2023,ホイコーロー,人参,10
379,1/26/2023,ホイコーロー,ピーマン,8
380,1/26/2023,ホイコーロー,中ねぎ,6
381,1/26/2023,ホイコーロー,生姜,1
382,1/26/2023,ホイコーロー,にんにく　,0.5
383,1/26/2023,ホイコーロー,ごま油,1
384,1/26/2023,ホイコーロー,赤みそ,2
385,1/26/2023,ホイコーロー,濃口しょうゆ,1.5
386,1/26/2023,ホイコーロー,清酒,1
387,1/26/2023,ホイコーロー,上白糖,0.7
388,1/26/2023,ホイコーロー,オイスターソース,0.7
389,1/26/2023,ホイコーロー,豆板醤,0.05
390,1/26/2023,うずらたまごとはるさめのスープ,ロースハム（短冊）卵抜き,5
391,1/26/2023,うずらたまごとはるさめのスープ,（レト）うずら卵,20
392,1/26/2023,うずらたまごとはるさめのスープ,玉葱,20
393,1/26/2023,うずらたまごとはるさめのスープ,人参,7
394,1/26/2023,うずらたまごとはるさめのスープ,中ねぎ,5
395,1/26/2023,うずらたまごとはるさめのスープ,春雨（8～10㎝）,5
396,1/26/2023,うずらたまごとはるさめのスープ,（レト）がらスープ,4
397,1/26/2023,うずらたまごとはるさめのスープ,濃口しょうゆ,0.5
398,1/26/2023,うずらたまごとはるさめのスープ,食塩,0.3
399,1/26/2023,うずらたまごとはるさめのスープ,チキンコンソメ,0.4
400,1/26/2023,うずらたまごとはるさめのスープ,こしょう,0.03
401,1/26/2023,うずらたまごとはるさめのスープ,ごま油,0.2
402,1/26/2023,うずらたまごとはるさめのスープ,湯,120
403,1/26/2023,マファール,（個）中華菓子（マファール）,10
404,1/27/2023,麦ごはん,精白米（委託）,70
405,1/27/2023,麦ごはん,米粒麦　委託　,7
406,1/27/2023,しじみのつくだ煮,（レト）しじみ佃煮,10
407,1/27/2023,牛乳,牛乳,206
408,1/27/2023,肉じゃが,牛赤肉（3×2㎝スライス）,30
409,1/27/2023,肉じゃが,じゃがいも,70
410,1/27/2023,肉じゃが,玉葱,40
411,1/27/2023,肉じゃが,つきこんにゃく,20
412,1/27/2023,肉じゃが,人参,10
413,1/27/2023,肉じゃが,（冷）さやいんげん,7
414,1/27/2023,肉じゃが,サラダ油,1
415,1/27/2023,肉じゃが,濃口しょうゆ,4
416,1/27/2023,肉じゃが,中双糖,3
417,1/27/2023,肉じゃが,清酒,3
418,1/27/2023,肉じゃが,食塩,0.1
419,1/27/2023,肉じゃが,湯,5
420,1/27/2023,まんばのごまドレッシングあえ,もやし,30
421,1/27/2023,まんばのごまドレッシングあえ,（生）まんば,25
422,1/27/2023,まんばのごまドレッシングあえ,人参,5
423,1/27/2023,まんばのごまドレッシングあえ,濃口しょうゆ,2
424,1/27/2023,まんばのごまドレッシングあえ,食酢,1.5
425,1/27/2023,まんばのごまドレッシングあえ,上白糖,1
426,1/27/2023,まんばのごまドレッシングあえ,サラダ油,0.5
427,1/27/2023,まんばのごまドレッシングあえ,ごま油,0.5
428,1/27/2023,まんばのごまドレッシングあえ,炒り白ごま,1
429,1/30/2023,コッペパン,コッペパン,60
430,1/30/2023,牛乳,牛乳,206
431,1/30/2023,ポトフ,鶏肉　もも・皮なし（2×1㎝）,6
432,1/30/2023,ポトフ,鶏肉　胸・皮なし（2×1㎝）,9
433,1/30/2023,ポトフ,ベーコン（厚切り・短冊）,10
434,1/30/2023,ポトフ,じゃがいも,50
435,1/30/2023,ポトフ,玉葱,45
436,1/30/2023,ポトフ,キャベツ,25
437,1/30/2023,ポトフ,人参,15
438,1/30/2023,ポトフ,（冷）白いんげん豆　,15
439,1/30/2023,ポトフ,セロリ,2
440,1/30/2023,ポトフ,パセリ,0.7
441,1/30/2023,ポトフ,サラダ油,1
442,1/30/2023,ポトフ,白ぶどう酒,1
443,1/30/2023,ポトフ,（レト）がらスープ,4
444,1/30/2023,ポトフ,食塩,0.5
445,1/30/2023,ポトフ,こしょう,0.03
446,1/30/2023,ポトフ,チキンコンソメ,0.3
447,1/30/2023,ポトフ,ローリエ,0.1
448,1/30/2023,ポトフ,湯,75
449,1/30/2023,フレンチサラダ,ロースハム（短冊）卵抜き,5
450,1/30/2023,フレンチサラダ,キャベツ,20
451,1/30/2023,フレンチサラダ,きゅうり,20
452,1/30/2023,フレンチサラダ,（缶）ホールコーン,5
453,1/30/2023,フレンチサラダ,食酢,3
454,1/30/2023,フレンチサラダ,サラダ油,1
455,1/30/2023,フレンチサラダ,上白糖,0.7
456,1/30/2023,フレンチサラダ,食塩,0.3
457,1/30/2023,フレンチサラダ,こしょう,0.02
458,1/30/2023,クリームチーズ,（個）クリームチーズ,18
459,1/31/2023,麦ごはん,精白米（委託）,70
460,1/31/2023,麦ごはん,米粒麦　委託　,7
461,1/31/2023,牛乳,牛乳,206
