#property,lunchDay,menuName,foodName,quantity
255,4/20/2023,コッペパン,コッペパン（丸型）,50
256,4/20/2023,牛乳,牛乳,206
257,4/20/2023,魚のレモンソースかけ,（冷）太刀魚でんぷん付き,50
258,4/20/2023,魚のレモンソースかけ,なたね油,6
259,4/20/2023,魚のレモンソースかけ,（冷）レモン果汁,4
260,4/20/2023,魚のレモンソースかけ,上白糖,3
261,4/20/2023,魚のレモンソースかけ,濃口しょうゆ,2
262,4/20/2023,花野菜のサラダ,（冷）ブロッコリー,30
263,4/20/2023,花野菜のサラダ,（冷）カリフラワー,15
264,4/20/2023,花野菜のサラダ,人参,5
265,4/20/2023,花野菜のサラダ,食酢,3.5
266,4/20/2023,花野菜のサラダ,上白糖,2
267,4/20/2023,花野菜のサラダ,サラダ油,1.5
268,4/20/2023,花野菜のサラダ,食塩,0.3
269,4/20/2023,花野菜のサラダ,こしょう,0.03
270,4/20/2023,コーンクリームスープ,ベーコン（短冊）,7
271,4/20/2023,コーンクリームスープ,（缶）クリームコーン,35
272,4/20/2023,コーンクリームスープ,玉葱,30
273,4/20/2023,コーンクリームスープ,（冷）白いんげん豆ペースト,6
274,4/20/2023,コーンクリームスープ,パセリ,0.5
275,4/20/2023,コーンクリームスープ,サラダ油,0.5
276,4/20/2023,コーンクリームスープ,（レト）がらスープ,4
277,4/20/2023,コーンクリームスープ,チキンコンソメ,0.4
278,4/20/2023,コーンクリームスープ,食塩,0.3
279,4/20/2023,コーンクリームスープ,こしょう,0.03
280,4/20/2023,コーンクリームスープ,調理用牛乳,30
281,4/20/2023,コーンクリームスープ,生クリーム,2
282,4/20/2023,コーンクリームスープ,湯,70
283,4/21/2023,カレーライス（麦ごはん）,精白米（委託）,70
284,4/21/2023,カレーライス（麦ごはん）,米粒麦　委託　,7
285,4/21/2023,カレーライス（麦ごはん）,牛肉（3×3㎝スライス）,30
286,4/21/2023,カレーライス（麦ごはん）,じゃがいも,50
287,4/21/2023,カレーライス（麦ごはん）,玉葱,40
288,4/21/2023,カレーライス（麦ごはん）,人参,10
289,4/21/2023,カレーライス（麦ごはん）,（冷）むき枝豆,5
290,4/21/2023,カレーライス（麦ごはん）,（乾）レンズ豆　,5
291,4/21/2023,カレーライス（麦ごはん）,セロリ,5
292,4/21/2023,カレーライス（麦ごはん）,にんにく　,0.5
293,4/21/2023,カレーライス（麦ごはん）,小麦粉,6
294,4/21/2023,カレーライス（麦ごはん）,サラダ油,4
295,4/21/2023,カレーライス（麦ごはん）,カレー粉,1
296,4/21/2023,カレーライス（麦ごはん）,サラダ油,2
297,4/21/2023,カレーライス（麦ごはん）,（レト）がらスープ,4
298,4/21/2023,カレーライス（麦ごはん）,赤ぶどう酒,2
299,4/21/2023,カレーライス（麦ごはん）,トマトケチャップ,2
300,4/21/2023,カレーライス（麦ごはん）,ウスターソース,1.3
302,4/21/2023,カレーライス（麦ごはん）,とんかつソース,1
303,4/21/2023,カレーライス（麦ごはん）,濃口しょうゆ,1
304,4/21/2023,カレーライス（麦ごはん）,チャツネ　450g,1
305,4/21/2023,カレーライス（麦ごはん）,チキンコンソメ,0.5
306,4/21/2023,カレーライス（麦ごはん）,食塩,0.5
307,4/21/2023,カレーライス（麦ごはん）,こしょう,0.04
308,4/21/2023,カレーライス（麦ごはん）,湯,90
309,4/21/2023,牛乳,牛乳,206
310,4/21/2023,海そうサラダ,キャベツ,30
311,4/21/2023,海そうサラダ,きゅうり,20
312,4/21/2023,海そうサラダ,（缶）ホールコーン,5
313,4/21/2023,海そうサラダ,（乾）海藻ミックス,1
314,4/21/2023,海そうサラダ,濃口しょうゆ,2.5
315,4/21/2023,海そうサラダ,食酢,2.5
316,4/21/2023,海そうサラダ,上白糖,1.2
317,4/21/2023,海そうサラダ,ごま油,0.5
318,4/21/2023,海そうサラダ,サラダ油,0.5
319,4/21/2023,ヨーグルト（中のみ）,（個）ヨーグルト　鉄分強化,70
320,4/24/2023,たけのこごはん,精白米（自校）,60
321,4/24/2023,たけのこごはん,鉄強化米,0.5
322,4/24/2023,たけのこごはん,(冷)鶏肉胸・皮なし(1×1㎝),9
323,4/24/2023,たけのこごはん,(冷)鶏肉もも・皮なし(1×1㎝),6
324,4/24/2023,たけのこごはん,清酒,1
325,4/24/2023,たけのこごはん,油揚げ,5
326,4/24/2023,たけのこごはん,新たけのこ水煮（ホール）,20
327,4/24/2023,たけのこごはん,（冷）むき枝豆,5
328,4/24/2023,たけのこごはん,濃口しょうゆ,2
329,4/24/2023,たけのこごはん,清酒,2
330,4/24/2023,たけのこごはん,食塩,0.5
331,4/24/2023,たけのこごはん,上白糖,0.5
332,4/24/2023,たけのこごはん,出し昆布,1
333,4/24/2023,牛乳,牛乳,206
334,4/24/2023,きんぴら,てんぷら,10
335,4/24/2023,きんぴら,洗いごぼう,25
336,4/24/2023,きんぴら,つきこんにゃく,10
337,4/24/2023,きんぴら,人参,10
338,4/24/2023,きんぴら,（冷）さやいんげん,6
339,4/24/2023,きんぴら,ごま油,1
340,4/24/2023,きんぴら,濃口しょうゆ,2
341,4/24/2023,きんぴら,三温糖,1
342,4/24/2023,きんぴら,みりん,1
343,4/24/2023,きんぴら,炒り白ごま,2
344,4/24/2023,すいとん汁,（冷）すいとん,25
345,4/24/2023,すいとん汁,油揚げ,5
346,4/24/2023,すいとん汁,春大根,20
347,4/24/2023,すいとん汁,人参,10
348,4/24/2023,すいとん汁,中ねぎ,5
349,4/24/2023,すいとん汁,中みそ,6
350,4/24/2023,すいとん汁,白みそ,5
351,4/24/2023,すいとん汁,煮干し　だし用,4
352,4/24/2023,すいとん汁,水,110
353,4/24/2023,野菜マフィン（中のみ）,（個）野菜マフィン,25
354,4/25/2023,コッペパン,コッペパン,50
355,4/25/2023,牛乳,牛乳,206
356,4/25/2023,春大根のポトフ,豚肉赤身（2㎝角）,20
357,4/25/2023,春大根のポトフ,豚肉並（2㎝角）,10
358,4/25/2023,春大根のポトフ,サラダ油,1
359,4/25/2023,春大根のポトフ,春大根,40
360,4/25/2023,春大根のポトフ,玉葱,40
361,4/25/2023,春大根のポトフ,キャベツ,25
362,4/25/2023,春大根のポトフ,じゃがいも,15
363,4/25/2023,春大根のポトフ,人参,5
364,4/25/2023,春大根のポトフ,セロリ,2
365,4/25/2023,春大根のポトフ,サラダ油,0.5
366,4/25/2023,春大根のポトフ,（レト）がらスープ,4
367,4/25/2023,春大根のポトフ,白ぶどう酒,1
368,4/25/2023,春大根のポトフ,チキンコンソメ,0.4
369,4/25/2023,春大根のポトフ,食塩,0.4
370,4/25/2023,春大根のポトフ,こしょう,0.03
371,4/25/2023,春大根のポトフ,ローリエ,0.1
372,4/25/2023,春大根のポトフ,湯,75
373,4/25/2023,カラフルサラダ,きゅうり,30
374,4/25/2023,カラフルサラダ,アスパラガス,15
375,4/25/2023,カラフルサラダ,人参,10
376,4/25/2023,カラフルサラダ,（缶）ホールコーン,5
377,4/25/2023,カラフルサラダ,食酢,3
378,4/25/2023,カラフルサラダ,サラダ油,1.2
379,4/25/2023,カラフルサラダ,上白糖,1
380,4/25/2023,カラフルサラダ,食塩,0.4
381,4/25/2023,カラフルサラダ,こしょう,0.03
382,4/25/2023,チーズ,（個）チーズ　鉄強化,13.5
383,4/26/2023,麦ごはん,精白米（委託）,70
384,4/26/2023,麦ごはん,米粒麦　委託　,7
385,4/26/2023,牛乳,牛乳,206
386,4/26/2023,さごしのからあげ,（冷）さごし,70
387,4/26/2023,さごしのからあげ,生姜,1
388,4/26/2023,さごしのからあげ,清酒,2
389,4/26/2023,さごしのからあげ,食塩,0.2
390,4/26/2023,さごしのからあげ,米粉,7
391,4/26/2023,さごしのからあげ,なたね油,5
392,4/26/2023,たけのことふきの土佐煮,油揚げ,5
393,4/26/2023,たけのことふきの土佐煮,新たけのこ水煮（ホール）,20
394,4/26/2023,たけのことふきの土佐煮,（レト）ふき水煮ロング,10
395,4/26/2023,たけのことふきの土佐煮,人参,8
396,4/26/2023,たけのことふきの土佐煮,花かつお　,0.5
397,4/26/2023,たけのことふきの土佐煮,濃口しょうゆ,1
398,4/26/2023,たけのことふきの土佐煮,中双糖,0.8
399,4/26/2023,たけのことふきの土佐煮,みりん,0.7
400,4/26/2023,たけのことふきの土佐煮,食塩,0.1
401,4/26/2023,たけのことふきの土佐煮,だし汁,20
402,4/26/2023,じゃがいものみそ汁,油揚げ,3
403,4/26/2023,じゃがいものみそ汁,じゃがいも,30
404,4/26/2023,じゃがいものみそ汁,玉葱,25
405,4/26/2023,じゃがいものみそ汁,しめじ,10
406,4/26/2023,じゃがいものみそ汁,中ねぎ,5
407,4/26/2023,じゃがいものみそ汁,中みそ,6
408,4/26/2023,じゃがいものみそ汁,白みそ,5
409,4/26/2023,じゃがいものみそ汁,煮干し　だし用,4
410,4/26/2023,じゃがいものみそ汁,水,110
411,4/27/2023,ごはん,精白米（自校）,75
412,4/27/2023,ごはん,鉄強化米,0.5
413,4/27/2023,しじみのつくだ煮,（レト）しじみ佃煮,10
414,4/27/2023,牛乳,牛乳,206
415,4/27/2023,こうやどうふのうま煮,鶏肉　胸・皮なし（2×2㎝）,12
416,4/27/2023,こうやどうふのうま煮,鶏肉　もも・皮なし（2×2㎝）,8
417,4/27/2023,こうやどうふのうま煮,清酒,1
418,4/27/2023,こうやどうふのうま煮,高野豆腐（サイコロ）,15
419,4/27/2023,こうやどうふのうま煮,玉葱,40
420,4/27/2023,こうやどうふのうま煮,人参,10
421,4/27/2023,こうやどうふのうま煮,（冷）さやいんげん　,7
422,4/27/2023,こうやどうふのうま煮,生しいたけ（スライス）,5
424,4/27/2023,こうやどうふのうま煮,濃口しょうゆ,2.8
425,4/27/2023,こうやどうふのうま煮,三温糖,2.5
426,4/27/2023,こうやどうふのうま煮,食塩,0.2
427,4/27/2023,こうやどうふのうま煮,削り節　だし用,2
428,4/27/2023,こうやどうふのうま煮,湯,50
429,4/27/2023,ちりめんあえ,上乾ちりめん,5
430,4/27/2023,ちりめんあえ,大根,30
431,4/27/2023,ちりめんあえ,きゅうり,15
432,4/27/2023,ちりめんあえ,人参,5
433,4/27/2023,ちりめんあえ,上白糖,2
434,4/27/2023,ちりめんあえ,すだち酢,1.5
435,4/27/2023,ちりめんあえ,食酢,1.5
436,4/27/2023,ちりめんあえ,濃口しょうゆ,0.3
437,4/27/2023,ちりめんあえ,食塩,0.1
438,4/28/2023,麦ごはん,精白米（委託）,70
439,4/28/2023,麦ごはん,米粒麦　委託　,7
440,4/28/2023,牛乳,牛乳,206
441,4/28/2023,八宝菜,豚肉赤身（3×3㎝スライス）,20
442,4/28/2023,八宝菜,生姜,1
443,4/28/2023,八宝菜,濃口しょうゆ,1
444,4/28/2023,八宝菜,（冷）短冊いか（1×4㎝）,15
445,4/28/2023,八宝菜,清酒,0.5
446,4/28/2023,八宝菜,（レト）うずら卵,20
447,4/28/2023,八宝菜,玉葱,40
448,4/28/2023,八宝菜,白菜,30
449,4/28/2023,八宝菜,たけのこ水煮（ホール）,15
450,4/28/2023,八宝菜,チンゲンサイ,15
451,4/28/2023,八宝菜,人参,10
452,4/28/2023,八宝菜,生しいたけ（スライス）,5
453,4/28/2023,八宝菜,サラダ油,2
454,4/28/2023,八宝菜,濃口しょうゆ,0.8
455,4/28/2023,八宝菜,チキンコンソメ,0.5
456,4/28/2023,八宝菜,食塩,0.3
457,4/28/2023,八宝菜,こしょう,0.04
458,4/28/2023,八宝菜,でんぷん,1
459,4/28/2023,八宝菜,湯,8
460,4/28/2023,中華サラダ,もやし,35
461,4/28/2023,中華サラダ,きゅうり,20
462,4/28/2023,中華サラダ,人参,5
463,4/28/2023,中華サラダ,きくらげ（せん切り）,0.2
464,4/28/2023,中華サラダ,濃口しょうゆ,2.5
465,4/28/2023,中華サラダ,食酢,2
466,4/28/2023,中華サラダ,上白糖,1.5
467,4/28/2023,中華サラダ,ごま油,1
468,4/28/2023,かえりのごまがらめ,かえり,5
469,4/28/2023,かえりのごまがらめ,炒り白ごま,1
470,4/28/2023,かえりのごまがらめ,みりん,0.8
471,4/28/2023,かえりのごまがらめ,上白糖,0.6
472,4/28/2023,かえりのごまがらめ,濃口しょうゆ,0.3
473,4/28/2023,かえりのごまがらめ,水,0.6
