#property,lunchDay,menuName,foodName,quantity
71,6/2/2021,ビーフンスープ,チキンコンソメ　乳・卵抜き,0.3
72,6/2/2021,ビーフンスープ,ごま油,0.1
73,6/2/2021,ビーフンスープ,食塩,0.5
74,6/2/2021,ビーフンスープ,こしょう,0.03
75,6/2/2021,ビーフンスープ,湯,130
76,6/3/2021,麦ごはん,精白米（自校）,68
77,6/3/2021,麦ごはん,米粒麦　自校,7
78,6/3/2021,牛乳,牛乳,206
79,6/3/2021,がんもどきとひじきのうま煮,牛肉（2×2㎝スライス）,20
80,6/3/2021,がんもどきとひじきのうま煮,（冷）ミニひろうす　青大豆入り,20
81,6/3/2021,がんもどきとひじきのうま煮,つきこんにゃく,25
82,6/3/2021,がんもどきとひじきのうま煮,洗いごぼう,15
83,6/3/2021,がんもどきとひじきのうま煮,人参,10
84,6/3/2021,がんもどきとひじきのうま煮,（冷）さやいんげん,8
85,6/3/2021,がんもどきとひじきのうま煮,（乾）ひじき,3
86,6/3/2021,がんもどきとひじきのうま煮,サラダ油,1
87,6/3/2021,がんもどきとひじきのうま煮,濃口醤油,4
88,6/3/2021,がんもどきとひじきのうま煮,砂糖（三温糖）,3
89,6/3/2021,がんもどきとひじきのうま煮,清酒,1
90,6/3/2021,がんもどきとひじきのうま煮,みりん,0.5
91,6/3/2021,がんもどきとひじきのうま煮,湯,20
92,6/3/2021,もろみあえ,きゅうり,30
93,6/3/2021,もろみあえ,大根,20
94,6/3/2021,もろみあえ,人参,5
95,6/3/2021,もろみあえ,（袋）もろみみそ,5
96,6/4/2021,麦ごはん,精白米（委託）,70
97,6/4/2021,麦ごはん,米粒麦　委託　,7
98,6/4/2021,牛乳,牛乳,206
99,6/4/2021,さばのしょうが煮,（冷）さばの生姜煮,50
100,6/4/2021,ゆずの香りあえ,もやし,25
101,6/4/2021,ゆずの香りあえ,キャベツ,20
102,6/4/2021,ゆずの香りあえ,きゅうり,20
103,6/4/2021,ゆずの香りあえ,（袋）ゆずかつおドレッシング,10
104,6/4/2021,みそ汁,油揚げ,7
105,6/4/2021,みそ汁,大根,20
106,6/4/2021,みそ汁,玉葱,10
107,6/4/2021,みそ汁,えのきたけ,10
108,6/4/2021,みそ汁,人参,7
109,6/4/2021,みそ汁,中ねぎ,5
110,6/4/2021,みそ汁,干しわかめ（カット）,0.6
111,6/4/2021,みそ汁,中みそ,6
112,6/4/2021,みそ汁,甘みそ,5
113,6/4/2021,みそ汁,だし煮干し,4
114,6/4/2021,みそ汁,水,120
115,6/4/2021,冷凍みかん,（個）冷凍みかん,80
116,6/7/2021,とりめし（麦入り）,精白米（自校）,55
117,6/7/2021,とりめし（麦入り）,米粒麦　自校,5
118,6/7/2021,とりめし（麦入り）,（冷）鶏肉　胸・皮なし（1×1㎝）,15
119,6/7/2021,とりめし（麦入り）,（冷）鶏肉　もも・皮なし（1×1㎝）,10
120,6/7/2021,とりめし（麦入り）,ごぼう（ささがき・ごはん用）,7
121,6/7/2021,とりめし（麦入り）,人参,7
122,6/7/2021,とりめし（麦入り）,（冷）むき枝豆,5
123,6/7/2021,とりめし（麦入り）,サラダ油,1.5
124,6/7/2021,とりめし（麦入り）,濃口醤油,2.5
125,6/7/2021,とりめし（麦入り）,清酒,1.5
126,6/7/2021,とりめし（麦入り）,砂糖（上白糖）,1.2
127,6/7/2021,とりめし（麦入り）,食塩,0.5
128,6/7/2021,とりめし（麦入り）,だし昆布,1
129,6/7/2021,牛乳,牛乳,206
130,6/7/2021,切り干し大根の煮物,てんぷら,7
131,6/7/2021,切り干し大根の煮物,人参,10
132,6/7/2021,切り干し大根の煮物,切干し大根,8
133,6/7/2021,切り干し大根の煮物,炒り白ごま,1
134,6/7/2021,切り干し大根の煮物,（乾）刻み昆布,0.5
135,6/7/2021,切り干し大根の煮物,ごま油,0.5
136,6/7/2021,切り干し大根の煮物,濃口醤油,2
137,6/7/2021,切り干し大根の煮物,みりん,1
138,6/7/2021,切り干し大根の煮物,砂糖（上白糖）,0.5
139,6/7/2021,切り干し大根の煮物,だし汁,20
140,6/7/2021,だご汁,（冷）すいとん,25
141,6/7/2021,だご汁,なると（3㎜）,7
142,6/7/2021,だご汁,油揚げ,7
143,6/7/2021,だご汁,つきこんにゃく,10
144,6/7/2021,だご汁,中ねぎ,5
145,6/7/2021,だご汁,しいたけ　スライス,5
146,6/7/2021,だご汁,濃口醤油,2
147,6/7/2021,だご汁,食塩,0.4
148,6/7/2021,だご汁,だし削り節　鯖抜き,4
149,6/7/2021,だご汁,だし昆布,1
150,6/7/2021,だご汁,水,130
151,6/7/2021,（個）日向夏ゼリー,（個）日向夏ゼリー,50
152,6/8/2021,コッペパン,コッペパン,50
153,6/8/2021,牛乳,牛乳,206
154,6/8/2021,鶏肉とレバーの香り揚げ,鶏肉　胸・皮なし（2×2㎝）,18
155,6/8/2021,鶏肉とレバーの香り揚げ,鶏肉　もも・皮なし（2×2㎝）,12
156,6/8/2021,鶏肉とレバーの香り揚げ,清酒,2
157,6/8/2021,鶏肉とレバーの香り揚げ,でんぷん,5
158,6/8/2021,鶏肉とレバーの香り揚げ,（冷）鶏レバー澱粉付き,15
159,6/8/2021,鶏肉とレバーの香り揚げ,なたね油,5
160,6/8/2021,鶏肉とレバーの香り揚げ,砂糖（中双糖）,3
161,6/8/2021,鶏肉とレバーの香り揚げ,濃口醤油,2.5
162,6/8/2021,鶏肉とレバーの香り揚げ,生姜,0.8
163,6/8/2021,鶏肉とレバーの香り揚げ,にんにく　,0.8
164,6/8/2021,鶏肉とレバーの香り揚げ,清酒,1.5
165,6/8/2021,鶏肉とレバーの香り揚げ,豆板醤,0.05
166,6/8/2021,鶏肉とレバーの香り揚げ,湯,4
167,6/8/2021,鶏肉とレバーの香り揚げ,細ねぎ,1
168,6/8/2021,鶏肉とレバーの香り揚げ,炒り白ごま,0.5
169,6/8/2021,アスパラサラダ,アスパラガス,20
170,6/8/2021,アスパラサラダ,キャベツ,30
171,6/8/2021,アスパラサラダ,（缶）ホールコーン,7
172,6/8/2021,アスパラサラダ,（袋）マヨネーズ,8
173,6/8/2021,ワンタンスープ,ボンレスハム（短冊）卵抜き,10
174,6/8/2021,ワンタンスープ,玉葱,20
175,6/8/2021,ワンタンスープ,チンゲンサイ,8
176,6/8/2021,ワンタンスープ,人参,7
177,6/8/2021,ワンタンスープ,（乾）たんめん,7
178,6/8/2021,ワンタンスープ,（レト）がらスープ,4
179,6/8/2021,ワンタンスープ,濃口醤油,1
180,6/8/2021,ワンタンスープ,チキンコンソメ　乳・卵抜き,0.3
181,6/8/2021,ワンタンスープ,食塩,0.4
182,6/8/2021,ワンタンスープ,こしょう,0.06
183,6/8/2021,ワンタンスープ,湯,130
184,6/9/2021,麦ごはん,精白米（委託）,70
185,6/9/2021,麦ごはん,米粒麦　委託　,7
186,6/9/2021,牛乳,牛乳,206
187,6/9/2021,豚肉の梅みそ煮,豚肉（3×3㎝スライス）,50
188,6/9/2021,豚肉の梅みそ煮,生姜,0.5
189,6/9/2021,豚肉の梅みそ煮,玉葱,40
190,6/9/2021,豚肉の梅みそ煮,しめじ,7
191,6/9/2021,豚肉の梅みそ煮,中ねぎ,5
192,6/9/2021,豚肉の梅みそ煮,サラダ油,2
193,6/9/2021,豚肉の梅みそ煮,ねり梅,6.5
194,6/9/2021,豚肉の梅みそ煮,砂糖（上白糖）,2.5
195,6/9/2021,豚肉の梅みそ煮,赤みそ,2
196,6/9/2021,豚肉の梅みそ煮,濃口醤油,1
197,6/9/2021,豚肉の梅みそ煮,清酒,1
198,6/9/2021,豚肉の梅みそ煮,炒り白ごま,1
199,6/9/2021,けんちん汁,豆腐,25
200,6/9/2021,けんちん汁,油揚げ,7
201,6/9/2021,けんちん汁,洗いごぼう,13
202,6/9/2021,けんちん汁,つきこんにゃく,10
203,6/9/2021,けんちん汁,人参,7
204,6/9/2021,けんちん汁,中ねぎ,5
205,6/9/2021,けんちん汁,濃口醤油,2
206,6/9/2021,けんちん汁,食塩,0.5
207,6/9/2021,けんちん汁,だし削り節　鯖抜き,4
208,6/9/2021,けんちん汁,だし昆布,1
209,6/9/2021,けんちん汁,水,120
210,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,精白米（自校）,55
211,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,米粒麦　自校,5
212,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,牛肉（2×2㎝スライス）,15
213,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,炒り黒豆,8
214,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,油揚げ,5
215,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,人参,7
216,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,サラダ油,0.8
217,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,濃口醤油,3
218,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,清酒,2
219,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,砂糖（上白糖）,1.5
220,6/10/2021,いり黒豆の炊きこみごはん（麦入り）,食塩,0.5
221,6/10/2021,牛乳,牛乳,206
222,6/10/2021,茎わかめのきんぴら,てんぷら,8
223,6/10/2021,茎わかめのきんぴら,（乾）茎わかめ　カット,1.2
224,6/10/2021,茎わかめのきんぴら,たけのこ水煮（ホール）,15
225,6/10/2021,茎わかめのきんぴら,洗いごぼう,10
226,6/10/2021,茎わかめのきんぴら,つきこんにゃく,10
227,6/10/2021,茎わかめのきんぴら,人参,7
228,6/10/2021,茎わかめのきんぴら,ごま油,1
229,6/10/2021,茎わかめのきんぴら,濃口醤油,3
230,6/10/2021,茎わかめのきんぴら,砂糖（中双糖）,1.6
231,6/10/2021,茎わかめのきんぴら,みりん,1
232,6/10/2021,茎わかめのきんぴら,だし汁,5
233,6/10/2021,月菜汁,（冷）根菜入りつくね,25
234,6/10/2021,月菜汁,玉葱,15
235,6/10/2021,月菜汁,小松菜,10
236,6/10/2021,月菜汁,人参,5
237,6/10/2021,月菜汁,中ねぎ,5
238,6/10/2021,月菜汁,薄口醤油,2
239,6/10/2021,月菜汁,清酒,1
240,6/10/2021,月菜汁,みりん,0.5
241,6/10/2021,月菜汁,だし削り節　鯖抜き,4
242,6/10/2021,月菜汁,だし昆布,1
243,6/10/2021,月菜汁,水,130
244,6/11/2021,麦ごはん,精白米（委託）,70
245,6/11/2021,麦ごはん,米粒麦　委託　,7
246,6/11/2021,牛乳,牛乳,206
247,6/11/2021,かたくちいわしの南蛮漬け,（冷）かたくちいわし澱粉付き,35
248,6/11/2021,かたくちいわしの南蛮漬け,なたね油,4
249,6/11/2021,かたくちいわしの南蛮漬け,細ねぎ,2
250,6/11/2021,かたくちいわしの南蛮漬け,食酢,3.5
251,6/11/2021,かたくちいわしの南蛮漬け,濃口醤油,2.5
252,6/11/2021,かたくちいわしの南蛮漬け,砂糖（上白糖）,2.5
253,6/11/2021,かたくちいわしの南蛮漬け,みりん,0.9
254,6/11/2021,かたくちいわしの南蛮漬け,一味,0.01
255,6/11/2021,かたくちいわしの南蛮漬け,水,1.3
256,6/11/2021,小松菜の和風ドレッシングあえ,小松菜,25
257,6/11/2021,小松菜の和風ドレッシングあえ,きゅうり,20
258,6/11/2021,小松菜の和風ドレッシングあえ,人参,10
259,6/11/2021,小松菜の和風ドレッシングあえ,（袋）和風ドレッシング,10
260,6/11/2021,豚汁,豚肉（2×2㎝スライス）,15
261,6/11/2021,豚汁,もやし,20
262,6/11/2021,豚汁,洗いごぼう,10
263,6/11/2021,豚汁,人参,10
264,6/11/2021,豚汁,つきこんにゃく,7
265,6/11/2021,豚汁,中ねぎ,5
266,6/11/2021,豚汁,麦みそ,9
267,6/11/2021,豚汁,だし煮干し,4
268,6/11/2021,豚汁,水,110
269,6/11/2021,ひじきのり,（袋）ひじきのり,10
270,6/14/2021,ガーリックピラフ（麦入り）,精白米（自校）,55
271,6/14/2021,ガーリックピラフ（麦入り）,米粒麦　自校,5
272,6/14/2021,ガーリックピラフ（麦入り）,（冷）鶏肉　胸・皮なし（1×1㎝）,12
273,6/14/2021,ガーリックピラフ（麦入り）,（冷）鶏肉　もも・皮なし（1×1㎝）,8
274,6/14/2021,ガーリックピラフ（麦入り）,白ぶどう酒,1
275,6/14/2021,ガーリックピラフ（麦入り）,玉葱,15
276,6/14/2021,ガーリックピラフ（麦入り）,人参,5
277,6/14/2021,ガーリックピラフ（麦入り）,エリンギ　カット,5
278,6/14/2021,ガーリックピラフ（麦入り）,（冷）むき枝豆,5
279,6/14/2021,ガーリックピラフ（麦入り）,にんにく　,1
280,6/14/2021,ガーリックピラフ（麦入り）,サラダ油,1.4
281,6/14/2021,ガーリックピラフ（麦入り）,有塩バター,0.8
282,6/14/2021,ガーリックピラフ（麦入り）,チキンコンソメ　乳・卵抜き,0.7
283,6/14/2021,ガーリックピラフ（麦入り）,食塩,0.8
284,6/14/2021,ガーリックピラフ（麦入り）,こしょう,0.03
285,6/14/2021,牛乳,牛乳,206
286,6/14/2021,ひじきサラダ,キャベツ,30
287,6/14/2021,ひじきサラダ,きゅうり,20
288,6/14/2021,ひじきサラダ,（缶）ホールコーン,5
289,6/14/2021,ひじきサラダ,（乾）ひじき,1.2
290,6/14/2021,ひじきサラダ,セロリー,1
291,6/14/2021,ひじきサラダ,（袋）棒々鶏ドレッシング,10
292,6/14/2021,ズッキーニのスープ,ベーコン（短冊）,10
293,6/14/2021,ズッキーニのスープ,（冷）白いんげん豆,10
294,6/14/2021,ズッキーニのスープ,ズッキーニ,20
295,6/14/2021,ズッキーニのスープ,玉葱,20
296,6/14/2021,ズッキーニのスープ,人参,5
297,6/14/2021,ズッキーニのスープ,（レト）がらスープ,4
298,6/14/2021,ズッキーニのスープ,濃口醤油,0.5
299,6/14/2021,ズッキーニのスープ,チキンコンソメ　乳・卵抜き,0.4
300,6/14/2021,ズッキーニのスープ,でんぷん,0.4
301,6/14/2021,ズッキーニのスープ,食塩,0.5
302,6/14/2021,ズッキーニのスープ,こしょう,0.03
303,6/14/2021,ズッキーニのスープ,湯,120
304,6/14/2021,ヨーグルト,（個）ヨーグルト鉄強化,70
305,6/15/2021,コッペパン,コッペパン,50
306,6/15/2021,牛乳,牛乳,206
307,6/15/2021,金時豆のカレー煮,鶏肉　胸・皮なし（2×2㎝）,6
308,6/15/2021,金時豆のカレー煮,鶏肉　もも・皮なし（2×2㎝）,4
309,6/15/2021,金時豆のカレー煮,粗挽きウインナー（2㎝）,20
310,6/15/2021,金時豆のカレー煮,（レト）うずら卵,20
311,6/15/2021,金時豆のカレー煮,（冷）金時豆,30
312,6/15/2021,金時豆のカレー煮,じゃがいも,50
313,6/15/2021,金時豆のカレー煮,玉葱,40
314,6/15/2021,金時豆のカレー煮,人参,10
315,6/15/2021,金時豆のカレー煮,パセリ,0.5
316,6/15/2021,金時豆のカレー煮,サラダ油,1
317,6/15/2021,金時豆のカレー煮,白ぶどう酒,2
318,6/15/2021,金時豆のカレー煮,濃口醤油,1.2
319,6/15/2021,金時豆のカレー煮,砂糖（三温糖）,0.8
320,6/15/2021,金時豆のカレー煮,チキンコンソメ　乳・卵抜き,0.5
321,6/15/2021,金時豆のカレー煮,カレー粉,0.3
322,6/15/2021,金時豆のカレー煮,食塩,0.3
323,6/15/2021,金時豆のカレー煮,こしょう,0.03
324,6/15/2021,金時豆のカレー煮,湯,25
325,6/15/2021,カラフルサラダ,キャベツ,30
326,6/15/2021,カラフルサラダ,きゅうり,10
327,6/15/2021,カラフルサラダ,（缶）ホールコーン,5
328,6/15/2021,カラフルサラダ,赤パプリカ,5
329,6/15/2021,カラフルサラダ,人参,5
330,6/15/2021,カラフルサラダ,（袋）イタリアンドレッシング,10
331,6/15/2021,みかんジュース,（個）みかんジュース,125
332,6/16/2021,麦ごはん,精白米（委託）,70
333,6/16/2021,麦ごはん,米粒麦　委託　,7
334,6/16/2021,牛乳,牛乳,206
335,6/16/2021,焼き豆腐のみそそぼろ煮,焼き豆腐,85
336,6/16/2021,焼き豆腐のみそそぼろ煮,豚肉赤身ミンチ,20
337,6/16/2021,焼き豆腐のみそそぼろ煮,玉葱,30
338,6/16/2021,焼き豆腐のみそそぼろ煮,チンゲンサイ,10
339,6/16/2021,焼き豆腐のみそそぼろ煮,人参,10
340,6/16/2021,焼き豆腐のみそそぼろ煮,中ねぎ,3
341,6/16/2021,焼き豆腐のみそそぼろ煮,干ししいたけ（スライス）,1
342,6/16/2021,焼き豆腐のみそそぼろ煮,生姜,0.5
343,6/16/2021,焼き豆腐のみそそぼろ煮,にんにく　,0.1
344,6/16/2021,焼き豆腐のみそそぼろ煮,ごま油,1
345,6/16/2021,焼き豆腐のみそそぼろ煮,赤みそ,6.5
346,6/16/2021,焼き豆腐のみそそぼろ煮,砂糖（三温糖）,3
347,6/16/2021,焼き豆腐のみそそぼろ煮,清酒,2
348,6/16/2021,焼き豆腐のみそそぼろ煮,濃口醤油,2
349,6/16/2021,焼き豆腐のみそそぼろ煮,でんぷん,1
350,6/16/2021,焼き豆腐のみそそぼろ煮,一味,0.02
351,6/16/2021,焼き豆腐のみそそぼろ煮,水,20
352,6/16/2021,きくらげのサラダ,もやし,25
353,6/16/2021,きくらげのサラダ,きゅうり,20
354,6/16/2021,きくらげのサラダ,人参,5
355,6/16/2021,きくらげのサラダ,きくらげ（せん切り）,1
356,6/16/2021,きくらげのサラダ,炒り白ごま,1
357,6/16/2021,きくらげのサラダ,（袋）すりおろしオニオンドレッシング,10
358,6/16/2021,かえりアーモンド,かえり,5
359,6/16/2021,かえりアーモンド,アーモンド（四つ割）,4
360,6/16/2021,かえりアーモンド,砂糖（上白糖）,1
361,6/16/2021,かえりアーモンド,みりん,1
362,6/16/2021,かえりアーモンド,濃口醤油,0.3
363,6/16/2021,かえりアーモンド,水,1
364,6/17/2021,わかめごはん（麦入り）,精白米（自校）,68
365,6/17/2021,わかめごはん（麦入り）,米粒麦　自校,7
366,6/17/2021,わかめごはん（麦入り）,炊き込みわかめ,1.9
367,6/17/2021,牛乳,牛乳,206
368,6/17/2021,豚肉とごぼうの煮物,豚肉（3×3㎝スライス）,35
369,6/17/2021,豚肉とごぼうの煮物,洗いごぼう,35
370,6/17/2021,豚肉とごぼうの煮物,板こんにゃく,30
371,6/17/2021,豚肉とごぼうの煮物,人参,15
372,6/17/2021,豚肉とごぼうの煮物,（冷）さやいんげん,7
373,6/17/2021,豚肉とごぼうの煮物,サラダ油,1
374,6/17/2021,豚肉とごぼうの煮物,濃口醤油,4
375,6/17/2021,豚肉とごぼうの煮物,みりん,2
376,6/17/2021,豚肉とごぼうの煮物,砂糖（中双糖）,2
377,6/17/2021,豚肉とごぼうの煮物,清酒,1.5
378,6/17/2021,豚肉とごぼうの煮物,でんぷん,0.5
379,6/17/2021,豚肉とごぼうの煮物,湯,8
380,6/17/2021,野菜のあえもの,きゅうり,30
381,6/17/2021,野菜のあえもの,小松菜,20
382,6/17/2021,野菜のあえもの,人参,7
383,6/17/2021,野菜のあえもの,（袋）青じそドレッシング,10
384,6/17/2021,（個）チーズ鉄強化,（個）チーズ鉄強化,15
385,6/18/2021,中華丼（麦ごはん）,精白米（委託）,70
386,6/18/2021,中華丼（麦ごはん）,米粒麦　委託　,7
387,6/18/2021,中華丼（麦ごはん）,豚肉（3×3㎝スライス）,20
388,6/18/2021,中華丼（麦ごはん）,生姜,2
389,6/18/2021,中華丼（麦ごはん）,清酒,1
390,6/18/2021,中華丼（麦ごはん）,（冷）短冊いか（1×4㎝）,10
391,6/18/2021,中華丼（麦ごはん）,清酒,1
392,6/18/2021,中華丼（麦ごはん）,（レト）うずら卵,25
393,6/18/2021,中華丼（麦ごはん）,キャベツ,40
394,6/18/2021,中華丼（麦ごはん）,玉葱,30
395,6/18/2021,中華丼（麦ごはん）,たけのこ水煮（ホール）,15
396,6/18/2021,中華丼（麦ごはん）,人参,10
397,6/18/2021,中華丼（麦ごはん）,中ねぎ,5
398,6/18/2021,中華丼（麦ごはん）,サラダ油,1
399,6/18/2021,中華丼（麦ごはん）,（レト）がらスープ,3
400,6/18/2021,中華丼（麦ごはん）,濃口醤油,1.7
401,6/18/2021,中華丼（麦ごはん）,チキンコンソメ　乳・卵抜き,0.4
402,6/18/2021,中華丼（麦ごはん）,食塩,0.5
403,6/18/2021,中華丼（麦ごはん）,こしょう,0.06
404,6/18/2021,中華丼（麦ごはん）,でんぷん,1
405,6/18/2021,中華丼（麦ごはん）,ごま油,0.5
406,6/18/2021,中華丼（麦ごはん）,湯,50
407,6/18/2021,牛乳,牛乳,206
408,6/18/2021,ししゃものから揚げ,（冷）ししゃも,20
409,6/18/2021,ししゃものから揚げ,でんぷん,4
410,6/18/2021,ししゃものから揚げ,なたね油,4
411,6/18/2021,もやしのサラダ,もやし,40
412,6/18/2021,もやしのサラダ,チンゲンサイ,15
413,6/18/2021,もやしのサラダ,人参,7
414,6/18/2021,もやしのサラダ,（袋）中華ドレッシング,10
415,6/21/2021,キムチごはん（麦入り）,精白米（自校）,55
416,6/21/2021,キムチごはん（麦入り）,米粒麦　自校,5
417,6/21/2021,キムチごはん（麦入り）,豚肉（2×2㎝スライス）,20
418,6/21/2021,キムチごはん（麦入り）,生姜,0.8
419,6/21/2021,キムチごはん（麦入り）,白菜キムチ（ごはん用）,18
420,6/21/2021,キムチごはん（麦入り）,人参,7
421,6/21/2021,キムチごはん（麦入り）,（冷）むき枝豆,5
422,6/21/2021,キムチごはん（麦入り）,炒り白ごま,2
423,6/21/2021,キムチごはん（麦入り）,ごま油,2
424,6/21/2021,キムチごはん（麦入り）,砂糖（上白糖）,1.2
425,6/21/2021,キムチごはん（麦入り）,濃口醤油,1.2
426,6/21/2021,キムチごはん（麦入り）,チキンコンソメ　乳・卵抜き,0.5
427,6/21/2021,キムチごはん（麦入り）,食塩,0.1
428,6/21/2021,牛乳,牛乳,206
429,6/21/2021,ナムル,もやし,40
430,6/21/2021,ナムル,きゅうり,15
431,6/21/2021,ナムル,人参,7
432,6/21/2021,ナムル,（袋）棒々鶏ドレッシング,10
433,6/21/2021,トックとわかめのスープ,ボンレスハム（短冊）卵抜き,5
434,6/21/2021,トックとわかめのスープ,トック　国産米使用,20
435,6/21/2021,トックとわかめのスープ,玉葱,20
436,6/21/2021,トックとわかめのスープ,中ねぎ,3
437,6/21/2021,トックとわかめのスープ,干しわかめ（カット）,0.8
438,6/21/2021,トックとわかめのスープ,サラダ油,0.5
439,6/21/2021,トックとわかめのスープ,（レト）がらスープ,4
440,6/21/2021,トックとわかめのスープ,濃口醤油,0.8
441,6/21/2021,トックとわかめのスープ,チキンコンソメ　乳・卵抜き,0.4
442,6/21/2021,トックとわかめのスープ,食塩,0.4
443,6/21/2021,トックとわかめのスープ,こしょう,0.03
444,6/21/2021,トックとわかめのスープ,ごま油,0.2
445,6/21/2021,トックとわかめのスープ,湯,140
446,6/21/2021,ココアワッフル（中のみ）,（個）ココアワッフル,28
447,6/22/2021,コッペパン,コッペパン,50
448,6/22/2021,牛乳,牛乳,206
449,6/22/2021,オリーブ地鶏と野菜のトマト煮,オリーブ地鶏　胸・皮なし（2×2㎝）,24
450,6/22/2021,オリーブ地鶏と野菜のトマト煮,鶏肉　もも・皮なし（2×2㎝）,16
451,6/22/2021,オリーブ地鶏と野菜のトマト煮,ベーコン（短冊）,5
