#property,lunchDay,menuName,foodName,quantity
335,4/21/2021,きんぴら,つきこんにゃく,10
336,4/21/2021,きんぴら,人参,7
337,4/21/2021,きんぴら,（冷）さやいんげん　,6
338,4/21/2021,きんぴら,ごま油,1
339,4/21/2021,きんぴら,濃口醤油,2
340,4/21/2021,きんぴら,砂糖（三温糖）,1
341,4/21/2021,きんぴら,みりん,1
342,4/21/2021,きんぴら,炒り白ごま,2
343,4/21/2021,きんぴら,一味,0.01
344,4/21/2021,すいとん汁,（冷）すいとん,25
345,4/21/2021,すいとん汁,油揚げ,5
346,4/21/2021,すいとん汁,大根,20
347,4/21/2021,すいとん汁,人参,10
348,4/21/2021,すいとん汁,中ねぎ,5
349,4/21/2021,すいとん汁,中みそ,6
350,4/21/2021,すいとん汁,甘みそ,5
351,4/21/2021,すいとん汁,だし煮干し,4
352,4/21/2021,すいとん汁,水,110
353,4/22/2021,麦ごはん,精白米（委託）,60
354,4/22/2021,麦ごはん,精白米（委託）,70
355,4/22/2021,麦ごはん,米粒麦　委託　,6
356,4/22/2021,麦ごはん,米粒麦　委託　,7
357,4/22/2021,牛乳,牛乳,206
358,4/22/2021,八宝菜,豚肉　スライス,20
359,4/22/2021,八宝菜,生姜,1
360,4/22/2021,八宝菜,濃口醤油,1
361,4/22/2021,八宝菜,（レト）うずら卵,20
362,4/22/2021,八宝菜,（冷）いか　短冊　1×4㎝　,15
363,4/22/2021,八宝菜,清酒,0.5
364,4/22/2021,八宝菜,玉葱,40
365,4/22/2021,八宝菜,白菜,30
366,4/22/2021,八宝菜,（レト）たけのこボイル　ホール,15
367,4/22/2021,八宝菜,チンゲンサイ,15
368,4/22/2021,八宝菜,人参,10
369,4/22/2021,八宝菜,しいたけ　スライス,5
370,4/22/2021,八宝菜,サラダ油,2
371,4/22/2021,八宝菜,濃口醤油,0.8
372,4/22/2021,八宝菜,チキンコンソメ　乳・卵抜き,0.5
373,4/22/2021,八宝菜,食塩,0.3
374,4/22/2021,八宝菜,こしょう,0.04
375,4/22/2021,八宝菜,でんぷん,1
376,4/22/2021,八宝菜,湯,8
377,4/22/2021,中華サラダ,もやし,35
378,4/22/2021,中華サラダ,きゅうり,20
379,4/22/2021,中華サラダ,人参,5
380,4/22/2021,中華サラダ,（乾）きくらげ　千切り,0.2
381,4/22/2021,中華サラダ,濃口醤油,2.5
382,4/22/2021,中華サラダ,食酢,2
383,4/22/2021,中華サラダ,砂糖（上白糖）,1.5
384,4/22/2021,中華サラダ,ごま油,1
385,4/22/2021,かえりアーモンド,かえり,5
386,4/22/2021,かえりアーモンド,アーモンド（四つ割）,4
387,4/22/2021,かえりアーモンド,砂糖（上白糖）,1
388,4/22/2021,かえりアーモンド,濃口醤油,0.3
389,4/22/2021,かえりアーモンド,みりん,1
390,4/22/2021,かえりアーモンド,水,1
391,4/23/2021,ごはん,精白米（自校）,68
392,4/23/2021,ごはん,精白米（自校）,75
393,4/23/2021,牛乳,牛乳,206
394,4/23/2021,高野豆腐の卵とじ,豚肉　スライス,20
395,4/23/2021,高野豆腐の卵とじ,清酒,1
396,4/23/2021,高野豆腐の卵とじ,鶏卵,20
397,4/23/2021,高野豆腐の卵とじ,（乾）高野豆腐　サイコロ,15
398,4/23/2021,高野豆腐の卵とじ,玉葱,30
399,4/23/2021,高野豆腐の卵とじ,人参,8
400,4/23/2021,高野豆腐の卵とじ,（冷）さやいんげん　,7
401,4/23/2021,高野豆腐の卵とじ,しいたけ　スライス,4
402,4/23/2021,高野豆腐の卵とじ,濃口醤油,3.5
403,4/23/2021,高野豆腐の卵とじ,砂糖（三温糖）,2.2
404,4/23/2021,高野豆腐の卵とじ,食塩,0.15
405,4/23/2021,高野豆腐の卵とじ,だし削り節　鯖抜き,2
406,4/23/2021,高野豆腐の卵とじ,湯,55
407,4/23/2021,野菜と昆布の和えもの,きゅうり,25
408,4/23/2021,野菜と昆布の和えもの,人参,5
409,4/23/2021,野菜と昆布の和えもの,（缶）ホールコーン,5
410,4/23/2021,野菜と昆布の和えもの,（乾）切干し大根,5
411,4/23/2021,野菜と昆布の和えもの,炒り白ごま,1
412,4/23/2021,野菜と昆布の和えもの,（乾）刻み昆布,0.5
413,4/23/2021,野菜と昆布の和えもの,濃口醤油,1.8
414,4/23/2021,野菜と昆布の和えもの,食酢,2.5
415,4/23/2021,野菜と昆布の和えもの,砂糖（上白糖）,1
416,4/23/2021,野菜と昆布の和えもの,サラダ油,0.5
417,4/23/2021,ひじきのり,（個）ひじきのり,10
418,4/26/2021,麦ごはん　,精白米（委託）,60
419,4/26/2021,麦ごはん　,精白米（委託）,70
420,4/26/2021,麦ごはん　,米粒麦　委託　,6
421,4/26/2021,麦ごはん　,米粒麦　委託　,7
422,4/26/2021,牛乳,牛乳,206
424,4/26/2021,さごしのから揚げ,冷）さごし,50
425,4/26/2021,さごしのから揚げ,生姜,1
426,4/26/2021,さごしのから揚げ,清酒,2
427,4/26/2021,さごしのから揚げ,食塩,0.3
428,4/26/2021,さごしのから揚げ,米粉,7
429,4/26/2021,さごしのから揚げ,なたね油,5
430,4/26/2021,たけのことふきの土佐煮,油揚げ,5
431,4/26/2021,たけのことふきの土佐煮,（レト）新たけのこボイル　ホール,20
432,4/26/2021,たけのことふきの土佐煮,（レト）ふき水煮,10
433,4/26/2021,たけのことふきの土佐煮,人参,8
434,4/26/2021,たけのことふきの土佐煮,花かつお　１kg,0.5
435,4/26/2021,たけのことふきの土佐煮,濃口醤油,1
436,4/26/2021,たけのことふきの土佐煮,砂糖（中双糖）,0.8
437,4/26/2021,たけのことふきの土佐煮,みりん,0.7
438,4/26/2021,たけのことふきの土佐煮,食塩,0.1
439,4/26/2021,たけのことふきの土佐煮,だし汁,20
440,4/26/2021,そうめん汁,油揚げ,7
441,4/26/2021,そうめん汁,乾）そうめん,5
442,4/26/2021,そうめん汁,玉葱,25
443,4/26/2021,そうめん汁,小松菜,10
444,4/26/2021,そうめん汁,人参,7
445,4/26/2021,そうめん汁,中ねぎ,5
446,4/26/2021,そうめん汁,食塩,0.4
447,4/26/2021,そうめん汁,濃口醤油,0.5
448,4/26/2021,そうめん汁,だし削り節　鯖抜き,4
449,4/26/2021,そうめん汁,だし昆布,1
450,4/26/2021,そうめん汁,湯,125
451,4/27/2021,コッペパン,コッペパン,50
452,4/27/2021,コッペパン,コッペパン,50
453,4/27/2021,牛乳,牛乳,206
454,4/27/2021,チリコンカーン,豚肉ミンチ,20
455,4/27/2021,チリコンカーン,（冷）白いんげん豆　,20
456,4/27/2021,チリコンカーン,（冷）金時豆　,15
457,4/27/2021,チリコンカーン,じゃがいも,55
458,4/27/2021,チリコンカーン,玉葱,40
459,4/27/2021,チリコンカーン,トマト水煮,8
460,4/27/2021,チリコンカーン,にんにく　,1
461,4/27/2021,チリコンカーン,パセリ,0.8
462,4/27/2021,チリコンカーン,サラダ油,1
463,4/27/2021,チリコンカーン,トマトケチャップ,6
464,4/27/2021,チリコンカーン,砂糖（中双糖）,1.2
465,4/27/2021,チリコンカーン,ウスターソース,1
466,4/27/2021,チリコンカーン,赤ぶどう酒,1
467,4/27/2021,チリコンカーン,チキンコンソメ　乳・卵抜き,0.5
468,4/27/2021,チリコンカーン,食塩,0.25
469,4/27/2021,チリコンカーン,チリパウダー,0.05
470,4/27/2021,チリコンカーン,湯,35
471,4/27/2021,切り干し大根のサラダ,きゅうり,10
472,4/27/2021,切り干し大根のサラダ,（乾）切干し大根,5
473,4/27/2021,切り干し大根のサラダ,人参,5
474,4/27/2021,切り干し大根のサラダ,（缶）ホールコーン,5
475,4/27/2021,切り干し大根のサラダ,（乾）刻み昆布,0.5
476,4/27/2021,切り干し大根のサラダ,食酢,2.2
477,4/27/2021,切り干し大根のサラダ,濃口醤油,2
478,4/27/2021,切り干し大根のサラダ,砂糖（上白糖）,1
479,4/27/2021,切り干し大根のサラダ,サラダ油,0.5
480,4/27/2021,切り干し大根のサラダ,ごま油,0.5
481,4/27/2021,ヨーグルト,（個）ヨーグルト　鉄分強化,70
482,4/27/2021,りんごジャム,（個）りんごジャム,15
